Division,District,Market,Crop,Variety,Group,Arrivals (Tonnes),Min Price (BDT/Quintal),Max Price (BDT/Quintal),Price (BDT/Quintal),Reported Date,Quality_Grade,Market_Demand,Stock_Availability,Market_Type,Season
Khulna,Kushtia,Kushtia Boro Bazar,Wheat,BARI Gom-33,Wheat Flour,7,5964,6460,6212,2/8/2022,Grade A,Medium,Medium,Wholesale,Winter
Chattogram,Feni,Feni Sadar Market,Wheat,BARI Gom-33,Wheat Flour,8,5652,6124,5888,6/1/2021,Grade C,Low,Low,Wholesale,Winter
Barishal,Bhola,Bhola Bazar,Wheat,BARI Gom-33,Wheat Flour,29,5451,5905,5678,3/2/2023,Premium,Low,Medium,Retail,Winter
Dhaka,Dhaka,Karwan Bazar,Wheat,BARI Gom-33,Wheat Flour,18,2208,2392,2300,8/19/2023,Grade B,Medium,Medium,Wholesale,Winter
Khulna,Khulna,Khulna New Market,Wheat,BARI Gom-33,Wheat Flour,23,4477,4851,4664,7/22/2020,Grade A,Medium,Medium,Retail,Winter
Dhaka,Dhaka,Karwan Bazar,Wheat,BARI Gom-33,Wheat Flour,266.5,11397,12347,11872,5/8/2024,Grade A,Low,Medium,Retail,Winter
Barishal,Patuakhali,Patuakhali Sadar Market,Wheat,BARI Gom-33,Wheat Flour,26,3856,4178,4017,9/2/2020,Grade A,Low,Medium,Wholesale,Winter
Dhaka,Manikganj,Manikganj Bazar,Wheat,BARI Gom-33,Wheat Flour,5,2031,2201,2116,11/9/2022,Grade C,Low,Medium,Wholesale,Winter
Barishal,Barishal,Nathullabad Market,Wheat,BARI Gom-33,Wheat Flour,51,4416,4784,4600,5/30/2020,Grade C,High,High,Wholesale,Winter
Dhaka,Gazipur,Joydebpur Market,Wheat,BARI Gom-33,Wheat Flour,2.8,2697,2921,2809,8/1/2024,Grade A,Medium,High,Wholesale,Winter
Dhaka,Narayanganj,Chashara Market,Wheat,BARI Gom-33,Wheat Flour,400,9408,10192,9800,2/23/2024,Grade B,Medium,Medium,Wholesale,Winter
Chattogram,Cox's Bazar,Cox's Bazar Market,Wheat,BARI Gom-33,Wheat Flour,20,3422,3708,3565,2/11/2020,Grade B,Low,Medium,Retail,Winter
Barishal,Bhola,Bhola Bazar,Wheat,BARI Gom-33,Wheat Flour,2,11194,12126,11660,9/13/2024,Grade A,Medium,High,Retail,Winter
Dhaka,Gazipur,Joydebpur Market,Wheat,BARI Gom-33,Wheat Flour,12,5342,5788,5565,12/31/2022,Grade A,Medium,Medium,Retail,Winter
Dhaka,Gazipur,Joydebpur Market,Wheat,BARI Gom-33,Wheat Flour,10,5749,6229,5989,11/15/2021,Grade A,Medium,Medium,Wholesale,Winter
Khulna,Jashore,Jashore Bazar,Wheat,BARI Gom-33,Wheat Flour,26,3511,3803,3657,12/18/2020,Grade A,Low,Medium,Wholesale,Winter
Dhaka,Manikganj,Manikganj Bazar,Wheat,BARI Gom-33,Wheat Flour,181,6131,6641,6386,4/18/2022,Grade A,Medium,Medium,Retail,Winter
Barishal,Patuakhali,Patuakhali Sadar Market,Wheat,BARI Gom-33,Wheat Flour,3.9,2059,2231,2145,7/3/2024,Grade C,Low,Medium,Wholesale,Winter
Dhaka,Narayanganj,Chashara Market,Wheat,BARI Gom-33,Wheat Flour,7,2376,2574,2475,10/18/2022,Grade B,Medium,High,Retail,Winter
Rajshahi,Bogura,Satmatha Market,Wheat,BARI Gom-33,Wheat Flour,27,1236,1340,1288,12/22/2020,Grade C,Low,Medium,Wholesale,Winter
Rajshahi,Pabna,Pabna Sadar Market,Wheat,BARI Gom-33,Wheat Flour,135,7428,8048,7738,9/28/2022,Grade A,Medium,High,Retail,Winter
Barishal,Patuakhali,Patuakhali Sadar Market,Wheat,BARI Gom-33,Wheat Flour,2,5988,6488,6238,11/30/2021,Grade A,High,Medium,Retail,Winter
Khulna,Satkhira,Satkhira Market,Wheat,BARI Gom-33,Wheat Flour,37.6,2208,2392,2300,4/1/2024,Grade B,High,Medium,Wholesale,Winter
Rajshahi,Rajshahi,Shaheb Bazar,Wheat,BARI Gom-33,Wheat Flour,12,2363,2559,2461,11/22/2022,Grade C,High,Medium,Wholesale,Winter
Khulna,Satkhira,Satkhira Market,Wheat,BARI Gom-33,Wheat Flour,4,4630,5016,4823,3/8/2021,Grade A,Medium,High,Wholesale,Winter
Chattogram,Cox's Bazar,Cox's Bazar Market,Wheat,BARI Gom-33,Wheat Flour,5,2381,2579,2480,1/19/2023,Grade B,Low,Low,Wholesale,Winter
Dhaka,Tangail,Tangail Sadar Market,Wheat,BARI Gom-33,Wheat Flour,22,2016,2184,2100,4/20/2022,Grade B,High,Low,Wholesale,Winter
Dhaka,Gazipur,Joydebpur Market,Wheat,BARI Gom-33,Wheat Flour,20,2391,2591,2491,5/8/2024,Grade A,Low,High,Wholesale,Winter
Chattogram,Cumilla,Kandirpar Market,Wheat,BARI Gom-33,Wheat Flour,35.4,11087,12011,11549,7/16/2024,Grade A,High,Medium,Retail,Winter
Chattogram,Noakhali,Maijdee Bazar,Wheat,BARI Gom-33,Wheat Flour,60,11855,12843,12349,6/8/2024,Grade A,High,Low,Retail,Winter
Barishal,Bhola,Bhola Bazar,Wheat,BARI Gom-33,Wheat Flour,13,1850,2004,1927,3/1/2023,Grade C,High,High,Wholesale,Winter
Chattogram,Cumilla,Kandirpar Market,Wheat,BARI Gom-33,Wheat Flour,210,5578,6042,5810,11/30/2021,Grade B,Medium,High,Retail,Winter
Dhaka,Tangail,Tangail Sadar Market,Wheat,BARI Gom-33,Wheat Flour,130,5167,5597,5382,6/29/2020,Grade C,Low,High,Retail,Winter
Dhaka,Tangail,Tangail Sadar Market,Wheat,BARI Gom-33,Wheat Flour,104,8602,9318,8960,8/5/2022,Premium,Medium,Medium,Wholesale,Winter
Dhaka,Tangail,Tangail Sadar Market,Wheat,BARI Gom-33,Wheat Flour,78,10698,11590,11144,11/16/2024,Premium,Medium,High,Wholesale,Winter
Barishal,Barishal,Nathullabad Market,Wheat,BARI Gom-33,Wheat Flour,26,5851,6339,6095,7/3/2021,Grade A,Medium,Low,Wholesale,Winter
Chattogram,Cumilla,Kandirpar Market,Wheat,BARI Gom-33,Wheat Flour,70,8451,9155,8803,4/17/2023,Grade A,Medium,Medium,Retail,Winter
Dhaka,Manikganj,Manikganj Bazar,Wheat,BARI Gom-33,Wheat Flour,1,1577,1709,1643,7/8/2022,Grade A,Low,Low,Retail,Winter
Barishal,Barishal,Nathullabad Market,Wheat,BARI Gom-33,Wheat Flour,29,6492,7034,6763,5/19/2021,Grade A,High,Medium,Wholesale,Winter
Dhaka,Dhaka,Karwan Bazar,Wheat,BARI Gom-33,Wheat Flour,8,2459,2663,2561,7/8/2022,Premium,Medium,Medium,Wholesale,Winter
Rajshahi,Naogaon,Naogaon Sadar Market,Wheat,BARI Gom-33,Wheat Flour,300,5113,5539,5326,4/15/2023,Grade A,Low,High,Retail,Winter
Rajshahi,Bogura,Satmatha Market,Wheat,BARI Gom-33,Wheat Flour,150,5693,6167,5930,4/27/2022,Grade B,Low,Low,Retail,Winter
Dhaka,Narayanganj,Chashara Market,Wheat,BARI Gom-33,Wheat Flour,2,4167,4515,4341,12/28/2023,Grade C,Medium,Medium,Retail,Winter
Dhaka,Narayanganj,Chashara Market,Wheat,BARI Gom-33,Wheat Flour,104,9336,10114,9725,6/20/2023,Grade B,Low,Low,Wholesale,Winter
Dhaka,Gazipur,Joydebpur Market,Wheat,BARI Gom-33,Wheat Flour,120,8497,9205,8851,4/25/2023,Grade A,High,Low,Wholesale,Winter
Dhaka,Narayanganj,Chashara Market,Wheat,BARI Gom-33,Wheat Flour,10,1296,1404,1350,1/24/2022,Grade B,Medium,Low,Wholesale,Winter
Dhaka,Gazipur,Joydebpur Market,Wheat,BARI Gom-33,Wheat Flour,112,3852,4174,4013,10/11/2022,Grade C,Low,Low,Retail,Winter
Chattogram,Cumilla,Kandirpar Market,Wheat,BARI Gom-33,Wheat Flour,9,3024,3276,3150,11/4/2022,Grade B,Medium,Medium,Retail,Winter
Barishal,Bhola,Bhola Bazar,Wheat,BARI Gom-33,Wheat Flour,17,9301,10077,9689,2/8/2024,Grade A,Medium,Medium,Retail,Winter
Khulna,Kushtia,Kushtia Boro Bazar,Wheat,BARI Gom-33,Wheat Flour,55.5,3533,3827,3680,10/23/2024,Grade C,High,Low,Retail,Winter
Khulna,Satkhira,Satkhira Market,Wheat,BARI Gom-33,Wheat Flour,31,4460,4832,4646,1/28/2023,Grade C,Low,Low,Retail,Winter
Dhaka,Manikganj,Manikganj Bazar,Wheat,BARI Gom-33,Wheat Flour,50,2043,2213,2128,5/2/2024,Premium,Medium,Low,Retail,Winter
Dhaka,Tangail,Tangail Sadar Market,Wheat,BARI Gom-33,Wheat Flour,140,5597,6063,5830,1/28/2020,Grade A,Medium,Medium,Wholesale,Winter
Barishal,Bhola,Bhola Bazar,Wheat,BARI Gom-33,Wheat Flour,86,5016,5434,5225,12/19/2022,Grade B,High,Medium,Retail,Winter
Khulna,Jashore,Jashore Bazar,Wheat,BARI Gom-33,Wheat Flour,14,11397,12347,11872,4/29/2022,Grade A,Medium,Low,Wholesale,Winter
Barishal,Patuakhali,Patuakhali Sadar Market,Wheat,BARI Gom-33,Wheat Flour,40,3745,4057,3901,1/3/2020,Grade B,Medium,Medium,Retail,Winter
Barishal,Patuakhali,Patuakhali Sadar Market,Wheat,BARI Gom-33,Wheat Flour,28.4,4098,4440,4269,8/5/2024,Grade A,Medium,High,Retail,Winter
Dhaka,Narayanganj,Chashara Market,Wheat,BARI Gom-33,Wheat Flour,10.55,4317,4677,4497,7/5/2023,Grade C,Medium,Low,Retail,Winter
Chattogram,Feni,Feni Sadar Market,Wheat,BARI Gom-33,Wheat Flour,4,3235,3505,3370,6/16/2020,Grade B,Medium,Low,Retail,Winter
Dhaka,Manikganj,Manikganj Bazar,Wheat,BARI Gom-33,Wheat Flour,20,5186,5618,5402,7/14/2022,Grade C,Medium,Medium,Retail,Winter
Dhaka,Narayanganj,Chashara Market,Wheat,BARI Gom-33,Wheat Flour,4,6935,7513,7224,5/5/2021,Premium,Low,High,Retail,Winter
Dhaka,Dhaka,Karwan Bazar,Wheat,BARI Gom-33,Wheat Flour,160,3974,4306,4140,1/15/2024,Grade C,Medium,Medium,Retail,Winter
Barishal,Barishal,Nathullabad Market,Wheat,BARI Gom-33,Wheat Flour,21,2035,2205,2120,4/11/2023,Grade B,Medium,Low,Retail,Winter
Barishal,Bhola,Bhola Bazar,Wheat,BARI Gom-33,Wheat Flour,60,5393,5843,5618,12/10/2022,Grade A,Medium,Low,Wholesale,Winter
Dhaka,Tangail,Tangail Sadar Market,Wheat,BARI Gom-33,Wheat Flour,24,4800,5200,5000,11/15/2021,Grade B,Medium,High,Wholesale,Winter
Khulna,Khulna,Khulna New Market,Wheat,BARI Gom-33,Wheat Flour,38,2231,2417,2324,3/5/2023,Premium,Medium,Low,Wholesale,Winter
Barishal,Barishal,Nathullabad Market,Wheat,BARI Gom-33,Wheat Flour,34.7,4099,4441,4270,6/15/2024,Grade A,Medium,Medium,Wholesale,Winter
Dhaka,Dhaka,Karwan Bazar,Wheat,BARI Gom-33,Wheat Flour,40,6253,6775,6514,6/20/2022,Grade A,Medium,Low,Retail,Winter
Barishal,Bhola,Bhola Bazar,Wheat,BARI Gom-33,Wheat Flour,69,4192,4542,4367,1/13/2020,Grade A,High,Low,Wholesale,Winter
Dhaka,Gazipur,Joydebpur Market,Wheat,BARI Gom-33,Wheat Flour,3,6138,6650,6394,3/23/2022,Grade C,High,Medium,Wholesale,Winter
Dhaka,Tangail,Tangail Sadar Market,Wheat,BARI Gom-33,Wheat Flour,88.8,11779,12761,12270,7/4/2024,Grade A,High,Low,Wholesale,Winter
Dhaka,Dhaka,Karwan Bazar,Wheat,BARI Gom-33,Wheat Flour,578,4984,5400,5192,12/26/2023,Premium,Medium,Medium,Retail,Winter
Khulna,Satkhira,Satkhira Market,Wheat,BARI Gom-33,Wheat Flour,11,4849,5253,5051,7/15/2023,Premium,Medium,Medium,Retail,Winter
Khulna,Jashore,Jashore Bazar,Wheat,BARI Gom-33,Wheat Flour,86,6989,7571,7280,2/9/2021,Premium,Medium,High,Retail,Winter
Chattogram,Feni,Feni Sadar Market,Wheat,BARI Gom-33,Wheat Flour,57,2849,3087,2968,4/5/2023,Grade A,High,Low,Wholesale,Winter
Chattogram,Noakhali,Maijdee Bazar,Wheat,BARI Gom-33,Wheat Flour,80,1565,1695,1630,3/8/2021,Grade B,Low,Low,Retail,Winter
Dhaka,Dhaka,Karwan Bazar,Wheat,BARI Gom-33,Wheat Flour,150,12365,13395,12880,4/8/2024,Premium,Medium,Low,Retail,Winter
Dhaka,Tangail,Tangail Sadar Market,Wheat,BARI Gom-33,Wheat Flour,10,3552,3848,3700,12/31/2020,Grade C,High,High,Wholesale,Winter
Rajshahi,Pabna,Pabna Sadar Market,Wheat,BARI Gom-33,Wheat Flour,1,1126,1220,1173,8/21/2021,Grade C,Low,Medium,Wholesale,Winter
Rajshahi,Bogura,Satmatha Market,Wheat,BARI Gom-33,Wheat Flour,35,1532,1660,1596,1/18/2021,Grade C,Medium,Medium,Retail,Winter
Chattogram,Cumilla,Kandirpar Market,Wheat,BARI Gom-33,Wheat Flour,170.8,4411,4779,4595,9/28/2024,Grade B,Medium,Low,Wholesale,Winter
Khulna,Khulna,Khulna New Market,Wheat,BARI Gom-33,Wheat Flour,5,5338,5782,5560,6/7/2022,Grade B,High,High,Wholesale,Winter
Khulna,Khulna,Khulna New Market,Wheat,BARI Gom-33,Wheat Flour,361,4944,5356,5150,2/6/2020,Grade B,High,High,Retail,Winter
Khulna,Satkhira,Satkhira Market,Wheat,BARI Gom-33,Wheat Flour,29,3840,4160,4000,3/1/2024,Grade B,Medium,Low,Wholesale,Winter
Dhaka,Tangail,Tangail Sadar Market,Wheat,BARI Gom-33,Wheat Flour,1,6094,6602,6348,12/12/2022,Grade C,Medium,High,Retail,Winter
Khulna,Kushtia,Kushtia Boro Bazar,Wheat,BARI Gom-33,Wheat Flour,27,4063,4401,4232,12/20/2023,Grade C,High,Low,Retail,Winter
Barishal,Patuakhali,Patuakhali Sadar Market,Wheat,BARI Gom-33,Wheat Flour,19.4,3980,4312,4146,7/1/2024,Grade B,High,High,Retail,Winter
Khulna,Jashore,Jashore Bazar,Wheat,BARI Gom-33,Wheat Flour,3,7872,8528,8200,4/26/2023,Grade B,Low,Low,Retail,Winter
Chattogram,Feni,Feni Sadar Market,Wheat,BARI Gom-33,Wheat Flour,1,1055,1143,1099,7/12/2021,Grade A,High,Medium,Retail,Winter
Dhaka,Narayanganj,Chashara Market,Wheat,BARI Gom-33,Wheat Flour,177,2544,2756,2650,5/8/2023,Grade A,Low,Low,Retail,Winter
Barishal,Patuakhali,Patuakhali Sadar Market,Wheat,BARI Gom-33,Wheat Flour,3.7,11042,11962,11502,6/28/2024,Grade B,High,Low,Retail,Winter
Barishal,Bhola,Bhola Bazar,Wheat,BARI Gom-33,Wheat Flour,2.2,1992,2158,2075,8/5/2024,Grade C,Low,High,Retail,Winter
Dhaka,Dhaka,Karwan Bazar,Wheat,BARI Gom-33,Wheat Flour,3,2568,2782,2675,12/12/2023,Grade B,High,High,Retail,Winter
Khulna,Jashore,Jashore Bazar,Wheat,BARI Gom-33,Wheat Flour,79.5,4408,4776,4592,10/21/2024,Premium,Medium,Medium,Retail,Winter
Khulna,Kushtia,Kushtia Boro Bazar,Wheat,BARI Gom-33,Wheat Flour,21,5299,5741,5520,1/18/2022,Grade C,High,Medium,Wholesale,Winter
Barishal,Bhola,Bhola Bazar,Wheat,BARI Gom-33,Wheat Flour,22,10901,11809,11355,4/22/2024,Grade A,High,Low,Wholesale,Winter
Chattogram,Feni,Feni Sadar Market,Wheat,BARI Gom-33,Wheat Flour,135,4099,4441,4270,1/18/2021,Grade B,High,Low,Retail,Winter
Dhaka,Dhaka,Karwan Bazar,Wheat,BARI Gom-33,Wheat Flour,4,4560,4940,4750,7/18/2023,Grade B,Low,High,Retail,Winter
Dhaka,Tangail,Tangail Sadar Market,Wheat,BARI Gom-33,Wheat Flour,1,9120,9880,9500,11/23/2023,Grade B,Low,Low,Retail,Winter
Dhaka,Dhaka,Karwan Bazar,Wheat,BARI Gom-33,Wheat Flour,9.8,4128,4472,4300,3/15/2024,Grade B,High,Medium,Wholesale,Winter
Rajshahi,Bogura,Satmatha Market,Wheat,BARI Gom-33,Wheat Flour,1.5,2213,2397,2305,9/12/2024,Grade B,Medium,High,Retail,Winter
Dhaka,Dhaka,Karwan Bazar,Wheat,BARI Gom-33,Wheat Flour,11,6096,6604,6350,11/28/2022,Grade B,High,Low,Retail,Winter
Rajshahi,Pabna,Pabna Sadar Market,Wheat,BARI Gom-33,Wheat Flour,700,4368,4732,4550,10/21/2023,Grade B,Medium,Low,Wholesale,Winter
Dhaka,Dhaka,Karwan Bazar,Wheat,BARI Gom-33,Wheat Flour,63.3,4032,4368,4200,10/11/2024,Grade B,Medium,Low,Wholesale,Winter
Khulna,Kushtia,Kushtia Boro Bazar,Wheat,BARI Gom-33,Wheat Flour,26,5902,6394,6148,3/27/2021,Grade A,Medium,High,Retail,Winter
Khulna,Khulna,Khulna New Market,Wheat,BARI Gom-33,Wheat Flour,28,4992,5408,5200,11/27/2021,Grade B,Low,Low,Wholesale,Winter
Khulna,Satkhira,Satkhira Market,Wheat,BARI Gom-33,Wheat Flour,77,7937,8599,8268,4/28/2023,Grade A,High,Medium,Retail,Winter
Chattogram,Cox's Bazar,Cox's Bazar Market,Wheat,BARI Gom-33,Wheat Flour,333,4704,5096,4900,4/25/2023,Grade B,High,Low,Retail,Winter
Rajshahi,Pabna,Pabna Sadar Market,Wheat,BARI Gom-33,Wheat Flour,200,4090,4430,4260,9/27/2023,Grade C,Low,Low,Wholesale,Winter
Dhaka,Manikganj,Manikganj Bazar,Wheat,BARI Gom-33,Wheat Flour,1.9,2208,2392,2300,10/18/2024,Grade B,High,Low,Wholesale,Winter
Chattogram,Chattogram,Agrabad Market,Wheat,BARI Gom-33,Wheat Flour,83,6096,6604,6350,9/3/2021,Grade B,Low,High,Retail,Winter
Chattogram,Chattogram,Agrabad Market,Wheat,BARI Gom-33,Wheat Flour,5,1196,1296,1246,11/24/2021,Grade A,Medium,Low,Retail,Winter
Chattogram,Feni,Feni Sadar Market,Wheat,BARI Gom-33,Wheat Flour,59.8,2417,2619,2518,3/14/2024,Grade A,Medium,Low,Retail,Winter
Khulna,Satkhira,Satkhira Market,Wheat,BARI Gom-33,Wheat Flour,8.5,3533,3827,3680,3/18/2024,Grade C,Medium,Low,Wholesale,Winter
Chattogram,Feni,Feni Sadar Market,Wheat,BARI Gom-33,Wheat Flour,5,1567,1697,1632,2/18/2021,Grade A,High,Medium,Retail,Winter
Dhaka,Dhaka,Karwan Bazar,Wheat,BARI Gom-33,Wheat Flour,53,7536,8164,7850,3/8/2023,Grade B,Medium,High,Retail,Winter
Barishal,Barishal,Nathullabad Market,Wheat,BARI Gom-33,Wheat Flour,20,6144,6656,6400,7/30/2021,Grade B,Medium,Medium,Retail,Winter
Dhaka,Manikganj,Manikganj Bazar,Wheat,BARI Gom-33,Wheat Flour,18,1104,1196,1150,11/1/2021,Grade B,Medium,Medium,Wholesale,Winter
Dhaka,Dhaka,Karwan Bazar,Wheat,BARI Gom-33,Wheat Flour,3,3888,4212,4050,8/21/2024,Grade B,High,Medium,Wholesale,Winter
Dhaka,Tangail,Tangail Sadar Market,Wheat,BARI Gom-33,Wheat Flour,52,5268,5708,5488,11/30/2023,Premium,Medium,Low,Wholesale,Winter
Rajshahi,Bogura,Satmatha Market,Wheat,BARI Gom-33,Wheat Flour,590,2266,2454,2360,2/22/2024,Grade B,High,High,Retail,Winter
Rajshahi,Naogaon,Naogaon Sadar Market,Wheat,BARI Gom-33,Wheat Flour,280,5159,5589,5374,6/10/2020,Grade A,High,High,Retail,Winter
Barishal,Bhola,Bhola Bazar,Wheat,BARI Gom-33,Wheat Flour,114,5652,6124,5888,12/6/2021,Grade C,Low,Medium,Wholesale,Winter
Dhaka,Narayanganj,Chashara Market,Wheat,BARI Gom-33,Wheat Flour,34,2400,2600,2500,7/17/2023,Grade B,Medium,High,Retail,Winter
Dhaka,Tangail,Tangail Sadar Market,Wheat,BARI Gom-33,Wheat Flour,2,5308,5750,5529,7/30/2022,Grade C,High,Medium,Retail,Winter
Dhaka,Dhaka,Karwan Bazar,Wheat,BARI Gom-33,Wheat Flour,5,5107,5533,5320,1/1/2024,Premium,High,High,Wholesale,Winter
Dhaka,Manikganj,Manikganj Bazar,Wheat,BARI Gom-33,Wheat Flour,7,3903,4229,4066,9/23/2022,Grade C,Medium,High,Retail,Winter
Chattogram,Feni,Feni Sadar Market,Wheat,BARI Gom-33,Wheat Flour,75,5444,5898,5671,5/26/2020,Grade A,Low,Medium,Wholesale,Winter
Chattogram,Cumilla,Kandirpar Market,Wheat,BARI Gom-33,Wheat Flour,415,4574,4956,4765,10/29/2021,Grade B,Medium,Medium,Wholesale,Winter
Dhaka,Narayanganj,Chashara Market,Wheat,BARI Gom-33,Wheat Flour,100,3408,3692,3550,11/7/2020,Grade B,High,Low,Wholesale,Winter
Chattogram,Chattogram,Agrabad Market,Wheat,BARI Gom-33,Wheat Flour,5,1946,2108,2027,12/20/2021,Premium,High,Medium,Retail,Winter
Dhaka,Gazipur,Joydebpur Market,Wheat,BARI Gom-33,Wheat Flour,24,9667,10473,10070,2/5/2024,Grade A,Medium,Medium,Wholesale,Winter
Chattogram,Noakhali,Maijdee Bazar,Wheat,BARI Gom-33,Wheat Flour,3,2148,2326,2237,1/9/2020,Grade A,Medium,Low,Retail,Winter
Barishal,Patuakhali,Patuakhali Sadar Market,Wheat,BARI Gom-33,Wheat Flour,3,5232,5668,5450,12/30/2021,Grade B,Medium,Medium,Retail,Winter
Dhaka,Manikganj,Manikganj Bazar,Wheat,BARI Gom-33,Wheat Flour,24.2,8479,9185,8832,5/17/2024,Grade C,High,High,Wholesale,Winter
Chattogram,Chattogram,Agrabad Market,Wheat,BARI Gom-33,Wheat Flour,5,1104,1196,1150,2/29/2020,Grade B,Medium,Medium,Wholesale,Winter
Khulna,Jashore,Jashore Bazar,Wheat,BARI Gom-33,Wheat Flour,17,4416,4784,4600,2/14/2023,Grade C,High,Medium,Wholesale,Winter
Chattogram,Cumilla,Kandirpar Market,Wheat,BARI Gom-33,Wheat Flour,4,2568,2782,2675,1/5/2024,Grade B,Medium,Low,Retail,Winter
Dhaka,Tangail,Tangail Sadar Market,Wheat,BARI Gom-33,Wheat Flour,10,1883,2039,1961,6/22/2023,Grade A,Medium,Low,Wholesale,Winter
Barishal,Bhola,Bhola Bazar,Wheat,BARI Gom-33,Wheat Flour,95,5075,5497,5286,5/16/2023,Premium,High,Medium,Retail,Winter
Dhaka,Manikganj,Manikganj Bazar,Wheat,BARI Gom-33,Wheat Flour,24,5699,6173,5936,1/25/2021,Grade A,Medium,High,Wholesale,Winter
Khulna,Jashore,Jashore Bazar,Wheat,BARI Gom-33,Wheat Flour,2,3984,4316,4150,5/31/2024,Grade B,Low,Medium,Wholesale,Winter
Rajshahi,Pabna,Pabna Sadar Market,Wheat,BARI Gom-33,Wheat Flour,175,7728,8372,8050,3/23/2023,Grade B,Medium,Medium,Wholesale,Winter
Chattogram,Feni,Feni Sadar Market,Wheat,BARI Gom-33,Wheat Flour,23,2059,2231,2145,5/18/2023,Grade B,High,High,Wholesale,Winter
Khulna,Jashore,Jashore Bazar,Wheat,BARI Gom-33,Wheat Flour,6,7225,7827,7526,5/7/2021,Grade A,Medium,Medium,Wholesale,Winter
Dhaka,Narayanganj,Chashara Market,Wheat,BARI Gom-33,Wheat Flour,6,5902,6394,6148,7/13/2021,Grade A,Medium,Medium,Retail,Winter
Chattogram,Chattogram,Agrabad Market,Wheat,BARI Gom-33,Wheat Flour,220,9206,9974,9590,2/5/2024,Grade B,High,Medium,Wholesale,Winter
Dhaka,Manikganj,Manikganj Bazar,Wheat,BARI Gom-33,Wheat Flour,65,4579,4961,4770,10/22/2021,Grade A,High,Low,Wholesale,Winter
Khulna,Jashore,Jashore Bazar,Wheat,BARI Gom-33,Wheat Flour,2.5,3709,4019,3864,6/24/2024,Grade C,Medium,Medium,Retail,Winter
Chattogram,Cumilla,Kandirpar Market,Wheat,BARI Gom-33,Wheat Flour,60,4895,5303,5099,12/2/2023,Grade A,Medium,Medium,Retail,Winter
Dhaka,Manikganj,Manikganj Bazar,Wheat,BARI Gom-33,Wheat Flour,1,6276,6798,6537,9/29/2020,Grade B,Medium,Medium,Wholesale,Winter
Rajshahi,Rajshahi,Shaheb Bazar,Wheat,BARI Gom-33,Wheat Flour,165,6461,6999,6730,4/6/2021,Grade B,Medium,High,Wholesale,Winter
Rajshahi,Naogaon,Naogaon Sadar Market,Wheat,BARI Gom-33,Wheat Flour,380,1775,1923,1849,2/28/2023,Grade C,Medium,Medium,Wholesale,Winter
Chattogram,Cumilla,Kandirpar Market,Wheat,BARI Gom-33,Wheat Flour,11,6590,7140,6865,12/28/2022,Grade B,Low,Low,Retail,Winter
Dhaka,Tangail,Tangail Sadar Market,Wheat,BARI Gom-33,Wheat Flour,11,3968,4298,4133,2/1/2020,Premium,Medium,Medium,Wholesale,Winter
Dhaka,Manikganj,Manikganj Bazar,Wheat,BARI Gom-33,Wheat Flour,1,2164,2344,2254,10/29/2023,Grade C,Low,High,Retail,Winter
Barishal,Barishal,Nathullabad Market,Wheat,BARI Gom-33,Wheat Flour,4,9027,9779,9403,6/24/2023,Grade A,Medium,Medium,Wholesale,Winter
Chattogram,Noakhali,Maijdee Bazar,Wheat,BARI Gom-33,Wheat Flour,24,2117,2293,2205,3/1/2023,Grade A,Low,Medium,Wholesale,Winter
Barishal,Barishal,Nathullabad Market,Wheat,BARI Gom-33,Wheat Flour,13,4808,5208,5008,7/18/2023,Grade A,Medium,Medium,Wholesale,Winter
Rajshahi,Bogura,Satmatha Market,Wheat,BARI Gom-33,Wheat Flour,170,4231,4583,4407,10/7/2022,Grade C,High,Medium,Wholesale,Winter
Dhaka,Manikganj,Manikganj Bazar,Wheat,BARI Gom-33,Wheat Flour,4.7,10080,10920,10500,5/6/2024,Grade B,Medium,Medium,Retail,Winter
Barishal,Barishal,Nathullabad Market,Wheat,BARI Gom-33,Wheat Flour,25,4820,5222,5021,7/31/2023,Grade A,Medium,Medium,Retail,Winter
Rajshahi,Naogaon,Naogaon Sadar Market,Wheat,BARI Gom-33,Wheat Flour,500,6334,6862,6598,12/8/2021,Grade A,Low,Medium,Retail,Winter
Chattogram,Feni,Feni Sadar Market,Wheat,BARI Gom-33,Wheat Flour,5,1634,1770,1702,10/23/2021,Grade C,Medium,Medium,Wholesale,Winter
Dhaka,Tangail,Tangail Sadar Market,Wheat,BARI Gom-33,Wheat Flour,1,2256,2444,2350,1/30/2023,Grade B,High,Low,Retail,Winter
Barishal,Barishal,Nathullabad Market,Wheat,BARI Gom-33,Wheat Flour,18,4107,4449,4278,7/18/2023,Grade C,High,Medium,Retail,Winter
Chattogram,Cox's Bazar,Cox's Bazar Market,Wheat,BARI Gom-33,Wheat Flour,2,922,998,960,7/16/2020,Grade B,Low,Medium,Wholesale,Winter
Dhaka,Manikganj,Manikganj Bazar,Wheat,BARI Gom-33,Wheat Flour,1,9715,10525,10120,9/29/2023,Grade C,High,High,Wholesale,Winter
Dhaka,Dhaka,Karwan Bazar,Wheat,BARI Gom-33,Wheat Flour,80,4372,4736,4554,5/11/2023,Grade C,Medium,Medium,Wholesale,Winter
Khulna,Satkhira,Satkhira Market,Wheat,BARI Gom-33,Wheat Flour,17,5800,6284,6042,7/11/2022,Grade A,Medium,High,Wholesale,Winter
