video_category,channel_country,content_language,upload_day,video_length_bucket,traffic_source,device_type,viewer_age_group,subscriber_status,engagement_level
Education,UAE,Portuguese,Monday,<5 min,Shorts Feed,Desktop,18-24,Not Subscribed,Low
Entertainment,Germany,German,Saturday,5-10 min,Search,Tablet,45-54,Not Subscribed,Very High
Finance,Brazil,Spanish,Wednesday,10-20 min,Notifications,Smart TV,13-17,Not Subscribed,Medium
Travel,UAE,German,Tuesday,20-40 min,External,Mobile,13-17,Subscribed,Medium
Sports,UAE,Hindi,Sunday,20-40 min,Playlists,Smart TV,18-24,Subscribed,High
Education,UAE,Portuguese,Friday,10-20 min,External,Game Console,45-54,Not Subscribed,Very Low
Education,Japan,Urdu,Saturday,>40 min,External,Desktop,25-34,Not Subscribed,High
Finance,Germany,German,Saturday,5-10 min,Shorts Feed,Smart TV,25-34,Not Subscribed,High
Education,UK,Portuguese,Tuesday,5-10 min,External,Smart TV,35-44,Not Subscribed,Medium
Finance,Australia,French,Saturday,10-20 min,Notifications,Smart TV,55+,Not Subscribed,High
Finance,Germany,Bengali,Saturday,10-20 min,External,Mobile,25-34,Not Subscribed,Low
Sports,Brazil,French,Sunday,10-20 min,Playlists,Mobile,55+,Subscribed,Medium
Education,Pakistan,German,Thursday,20-40 min,Suggested,Game Console,55+,Subscribed,Very High
Sports,Japan,Bengali,Thursday,10-20 min,Suggested,Game Console,25-34,Not Subscribed,Very Low
Technology,Brazil,Urdu,Wednesday,>40 min,Shorts Feed,Mobile,35-44,Subscribed,Medium
Technology,Japan,German,Tuesday,>40 min,Browse,Smart TV,45-54,Subscribed,Low
Finance,India,German,Thursday,>40 min,External,Tablet,55+,Subscribed,Medium
Education,Brazil,German,Thursday,5-10 min,Search,Tablet,13-17,Not Subscribed,Very Low
Entertainment,Canada,Spanish,Sunday,10-20 min,Shorts Feed,Mobile,25-34,Subscribed,Very Low
Music,Australia,Urdu,Friday,5-10 min,Shorts Feed,Game Console,35-44,Not Subscribed,Low
Technology,Germany,Portuguese,Thursday,10-20 min,Playlists,Smart TV,25-34,Not Subscribed,High
Education,Canada,German,Sunday,5-10 min,External,Desktop,45-54,Not Subscribed,Medium
Gaming,Pakistan,Bengali,Tuesday,<5 min,Playlists,Game Console,25-34,Subscribed,Very Low
Gaming,USA,Spanish,Saturday,20-40 min,External,Mobile,35-44,Subscribed,Very High
News,India,Portuguese,Wednesday,>40 min,Browse,Game Console,35-44,Not Subscribed,Very High
Travel,Canada,Arabic,Tuesday,5-10 min,Shorts Feed,Mobile,35-44,Subscribed,Medium
Sports,Canada,Urdu,Thursday,10-20 min,Browse,Smart TV,45-54,Subscribed,Medium
Education,Pakistan,Spanish,Thursday,<5 min,Suggested,Smart TV,13-17,Not Subscribed,Very High
Travel,Pakistan,Portuguese,Sunday,20-40 min,Search,Smart TV,13-17,Subscribed,Low
Finance,UK,German,Saturday,20-40 min,Search,Desktop,45-54,Subscribed,Low
Technology,Brazil,Japanese,Wednesday,10-20 min,Notifications,Game Console,45-54,Not Subscribed,Very Low
Technology,Canada,Japanese,Thursday,>40 min,External,Mobile,25-34,Subscribed,High
Finance,India,English,Saturday,20-40 min,Shorts Feed,Tablet,13-17,Subscribed,High
Sports,USA,Japanese,Monday,20-40 min,Notifications,Desktop,45-54,Not Subscribed,High
Lifestyle,Germany,Arabic,Tuesday,<5 min,Suggested,Tablet,45-54,Not Subscribed,High
Technology,Australia,Urdu,Saturday,10-20 min,Playlists,Mobile,25-34,Not Subscribed,Very High
Music,Brazil,Spanish,Friday,<5 min,Notifications,Mobile,18-24,Subscribed,High
Lifestyle,Japan,German,Sunday,20-40 min,Shorts Feed,Tablet,18-24,Subscribed,High
Travel,Japan,Urdu,Saturday,>40 min,Notifications,Tablet,25-34,Not Subscribed,Very Low
Lifestyle,Japan,Bengali,Wednesday,>40 min,Suggested,Mobile,18-24,Subscribed,Very Low
Travel,Pakistan,Portuguese,Monday,10-20 min,Suggested,Smart TV,45-54,Subscribed,Very Low
News,UK,German,Sunday,<5 min,Suggested,Game Console,45-54,Not Subscribed,High
Technology,Canada,English,Friday,5-10 min,Suggested,Tablet,35-44,Not Subscribed,Medium
Education,Canada,English,Thursday,>40 min,Playlists,Game Console,13-17,Not Subscribed,Medium
Education,UK,Japanese,Tuesday,5-10 min,Search,Mobile,18-24,Not Subscribed,Low
Gaming,Japan,Urdu,Monday,<5 min,Browse,Desktop,18-24,Subscribed,Very High
Music,USA,Portuguese,Friday,5-10 min,Shorts Feed,Mobile,25-34,Subscribed,Very Low
Finance,Canada,English,Wednesday,10-20 min,Notifications,Tablet,55+,Not Subscribed,Low
Lifestyle,Pakistan,Japanese,Sunday,20-40 min,Notifications,Smart TV,18-24,Subscribed,Medium
News,Pakistan,German,Friday,<5 min,Browse,Mobile,45-54,Subscribed,High
Music,Canada,Arabic,Sunday,5-10 min,External,Tablet,18-24,Not Subscribed,Very Low
Lifestyle,Pakistan,Spanish,Sunday,10-20 min,Browse,Smart TV,55+,Not Subscribed,Very High
Lifestyle,India,Urdu,Wednesday,>40 min,Search,Desktop,13-17,Subscribed,Very High
Entertainment,UAE,Urdu,Sunday,10-20 min,Browse,Game Console,35-44,Not Subscribed,Very Low
News,USA,French,Friday,>40 min,Browse,Game Console,55+,Subscribed,Medium
Education,Japan,Bengali,Tuesday,10-20 min,Browse,Smart TV,55+,Not Subscribed,Very Low
Technology,Pakistan,English,Thursday,20-40 min,Notifications,Tablet,25-34,Not Subscribed,Very High
Technology,Pakistan,Urdu,Friday,>40 min,Search,Mobile,45-54,Subscribed,Low
Travel,Brazil,Urdu,Wednesday,20-40 min,Shorts Feed,Smart TV,55+,Not Subscribed,High
Sports,Pakistan,Bengali,Sunday,5-10 min,Browse,Tablet,55+,Subscribed,Low
Technology,Japan,Japanese,Tuesday,10-20 min,Playlists,Game Console,18-24,Not Subscribed,Very High
Travel,UAE,English,Monday,20-40 min,Search,Tablet,25-34,Not Subscribed,Very High
Sports,Japan,French,Friday,20-40 min,External,Tablet,55+,Subscribed,High
Entertainment,UK,German,Saturday,>40 min,Browse,Smart TV,55+,Not Subscribed,Very Low
Music,Pakistan,Urdu,Friday,5-10 min,Browse,Mobile,18-24,Not Subscribed,High
Travel,Germany,Bengali,Saturday,<5 min,External,Tablet,13-17,Subscribed,Low
Travel,UK,Japanese,Thursday,10-20 min,Suggested,Mobile,25-34,Not Subscribed,Very Low
Technology,Germany,Hindi,Thursday,<5 min,Search,Tablet,25-34,Not Subscribed,Medium
Lifestyle,Canada,French,Wednesday,10-20 min,Notifications,Tablet,25-34,Not Subscribed,Low
Gaming,Australia,Arabic,Saturday,5-10 min,Suggested,Tablet,55+,Not Subscribed,High
Entertainment,Japan,English,Friday,>40 min,Browse,Mobile,25-34,Subscribed,Very Low
Lifestyle,Australia,English,Wednesday,5-10 min,Search,Smart TV,13-17,Not Subscribed,Medium
Travel,Japan,Urdu,Sunday,5-10 min,Search,Game Console,35-44,Subscribed,Low
Entertainment,Japan,Portuguese,Monday,>40 min,Playlists,Desktop,13-17,Not Subscribed,Very Low
Lifestyle,UAE,Arabic,Friday,>40 min,Browse,Mobile,13-17,Subscribed,Medium
News,Japan,German,Friday,<5 min,Search,Mobile,25-34,Subscribed,Low
Education,UK,Portuguese,Wednesday,<5 min,Search,Game Console,55+,Subscribed,Low
Technology,UAE,Portuguese,Tuesday,20-40 min,Notifications,Mobile,18-24,Subscribed,Low
Lifestyle,Japan,Japanese,Friday,5-10 min,Playlists,Mobile,45-54,Subscribed,Very High
Sports,Germany,Japanese,Friday,<5 min,Shorts Feed,Smart TV,35-44,Not Subscribed,High
Technology,Germany,Spanish,Saturday,<5 min,Notifications,Desktop,25-34,Subscribed,Low
Sports,UK,Portuguese,Thursday,10-20 min,External,Tablet,18-24,Not Subscribed,Medium
Sports,USA,French,Thursday,>40 min,Suggested,Desktop,35-44,Not Subscribed,High
Technology,Brazil,Bengali,Sunday,10-20 min,Notifications,Mobile,55+,Not Subscribed,High
Sports,Germany,Bengali,Friday,5-10 min,Browse,Smart TV,45-54,Not Subscribed,Very Low
Sports,Germany,Portuguese,Sunday,>40 min,Suggested,Game Console,45-54,Not Subscribed,Low
Gaming,Pakistan,Urdu,Sunday,20-40 min,External,Tablet,55+,Subscribed,Low
Finance,Germany,English,Tuesday,20-40 min,Shorts Feed,Game Console,13-17,Not Subscribed,Medium
Finance,Australia,Portuguese,Thursday,>40 min,Search,Mobile,55+,Subscribed,Low
Finance,UK,German,Saturday,5-10 min,Browse,Smart TV,45-54,Not Subscribed,Low
Music,USA,German,Thursday,5-10 min,Suggested,Smart TV,55+,Not Subscribed,Very Low
Entertainment,India,German,Friday,20-40 min,External,Tablet,55+,Not Subscribed,High
Lifestyle,Canada,English,Wednesday,10-20 min,Browse,Game Console,35-44,Not Subscribed,High
Entertainment,Pakistan,Japanese,Friday,20-40 min,Notifications,Mobile,13-17,Not Subscribed,Medium
Gaming,UK,Portuguese,Saturday,20-40 min,Playlists,Smart TV,25-34,Not Subscribed,Very High
Sports,Canada,Portuguese,Tuesday,5-10 min,External,Mobile,25-34,Not Subscribed,Very Low
Sports,Australia,Urdu,Tuesday,10-20 min,Shorts Feed,Tablet,18-24,Subscribed,Very Low
Sports,UK,Hindi,Saturday,>40 min,External,Smart TV,25-34,Not Subscribed,Very Low
News,UK,English,Tuesday,10-20 min,Search,Game Console,13-17,Not Subscribed,Very Low
News,Australia,Urdu,Saturday,<5 min,Suggested,Desktop,25-34,Not Subscribed,Very Low
Lifestyle,India,French,Tuesday,5-10 min,Shorts Feed,Desktop,55+,Not Subscribed,High
Entertainment,Canada,Spanish,Sunday,20-40 min,Playlists,Game Console,55+,Subscribed,Medium
Music,Canada,German,Friday,<5 min,Search,Smart TV,13-17,Subscribed,High
Education,USA,Urdu,Tuesday,5-10 min,Notifications,Mobile,45-54,Not Subscribed,Medium
Travel,Germany,Bengali,Sunday,20-40 min,Browse,Game Console,45-54,Subscribed,Medium
Music,Brazil,English,Saturday,5-10 min,Browse,Game Console,45-54,Not Subscribed,Very Low
Gaming,Germany,German,Wednesday,>40 min,Shorts Feed,Desktop,13-17,Not Subscribed,Very Low
Travel,Brazil,Urdu,Monday,5-10 min,Search,Smart TV,13-17,Subscribed,Very High
Music,UK,Hindi,Thursday,>40 min,Notifications,Smart TV,25-34,Not Subscribed,Low
Travel,India,French,Thursday,5-10 min,Shorts Feed,Desktop,13-17,Not Subscribed,Low
Gaming,UAE,Spanish,Thursday,10-20 min,Suggested,Mobile,18-24,Not Subscribed,High
Entertainment,Pakistan,Portuguese,Sunday,<5 min,Suggested,Desktop,18-24,Not Subscribed,Very Low
Entertainment,Pakistan,Urdu,Friday,<5 min,External,Desktop,25-34,Not Subscribed,Medium
News,Pakistan,Spanish,Thursday,20-40 min,Suggested,Mobile,55+,Subscribed,High
Travel,USA,Spanish,Thursday,10-20 min,Search,Mobile,13-17,Not Subscribed,High
Lifestyle,Brazil,English,Thursday,>40 min,Search,Tablet,35-44,Subscribed,Very Low
Music,India,Arabic,Monday,20-40 min,External,Game Console,18-24,Subscribed,Low
News,Canada,Bengali,Sunday,5-10 min,Shorts Feed,Desktop,13-17,Not Subscribed,Medium
Lifestyle,Germany,Bengali,Saturday,10-20 min,Search,Smart TV,25-34,Not Subscribed,Very Low
Travel,UAE,French,Tuesday,5-10 min,Shorts Feed,Mobile,55+,Subscribed,Very Low
Music,Germany,Spanish,Thursday,10-20 min,External,Game Console,25-34,Not Subscribed,Very Low
Finance,USA,Spanish,Saturday,<5 min,Browse,Mobile,55+,Subscribed,Medium
Sports,Japan,Arabic,Monday,10-20 min,Search,Mobile,45-54,Subscribed,Low
Sports,Australia,Urdu,Saturday,5-10 min,Suggested,Smart TV,18-24,Subscribed,Very Low
News,Brazil,Urdu,Saturday,10-20 min,Suggested,Smart TV,55+,Subscribed,Very Low
Finance,Japan,French,Monday,20-40 min,Shorts Feed,Tablet,18-24,Not Subscribed,High
Education,UK,Hindi,Sunday,20-40 min,Search,Tablet,35-44,Subscribed,Very Low
Music,Pakistan,Bengali,Tuesday,>40 min,Playlists,Desktop,18-24,Not Subscribed,Very Low
Travel,Japan,Urdu,Thursday,>40 min,Search,Smart TV,35-44,Not Subscribed,Medium
Education,Pakistan,Bengali,Monday,20-40 min,Playlists,Desktop,55+,Subscribed,Very Low
Gaming,USA,Urdu,Saturday,10-20 min,Shorts Feed,Game Console,13-17,Not Subscribed,Very High
Lifestyle,Canada,German,Saturday,<5 min,External,Game Console,18-24,Not Subscribed,Medium
Travel,USA,Arabic,Friday,10-20 min,Playlists,Tablet,13-17,Not Subscribed,Medium
Sports,Pakistan,Spanish,Saturday,10-20 min,Notifications,Desktop,25-34,Not Subscribed,Very Low
Travel,Australia,Urdu,Monday,>40 min,Browse,Smart TV,18-24,Subscribed,High
Lifestyle,Pakistan,Portuguese,Tuesday,5-10 min,External,Mobile,45-54,Subscribed,High
Education,UK,Portuguese,Sunday,<5 min,Search,Game Console,35-44,Subscribed,Very Low
Education,UAE,German,Thursday,<5 min,Notifications,Mobile,45-54,Not Subscribed,Very High
Education,Japan,Hindi,Saturday,20-40 min,Search,Mobile,18-24,Subscribed,High
Entertainment,UK,Arabic,Monday,10-20 min,Shorts Feed,Game Console,35-44,Not Subscribed,High
Travel,USA,Hindi,Wednesday,>40 min,External,Desktop,55+,Not Subscribed,Very High
Music,India,Hindi,Friday,10-20 min,External,Game Console,35-44,Not Subscribed,High
Education,Brazil,Japanese,Tuesday,10-20 min,Notifications,Tablet,35-44,Subscribed,Very High
Music,UK,English,Wednesday,<5 min,Suggested,Tablet,35-44,Subscribed,Very High
Travel,Germany,Arabic,Sunday,>40 min,Suggested,Tablet,13-17,Subscribed,High
News,India,Portuguese,Thursday,10-20 min,Shorts Feed,Game Console,35-44,Not Subscribed,Low
News,Japan,Hindi,Friday,5-10 min,Playlists,Mobile,35-44,Not Subscribed,Medium
Lifestyle,Brazil,French,Thursday,20-40 min,Notifications,Desktop,25-34,Not Subscribed,Very High
Sports,Canada,Arabic,Tuesday,10-20 min,External,Game Console,45-54,Not Subscribed,Very Low
Music,Pakistan,Spanish,Sunday,<5 min,Shorts Feed,Mobile,45-54,Subscribed,Very Low
Entertainment,Germany,Portuguese,Saturday,>40 min,Search,Desktop,35-44,Not Subscribed,Very Low
Finance,India,Bengali,Thursday,>40 min,Notifications,Desktop,18-24,Not Subscribed,Low
Education,Canada,Hindi,Tuesday,>40 min,External,Game Console,18-24,Subscribed,Medium
Entertainment,Japan,Spanish,Friday,20-40 min,Browse,Desktop,18-24,Not Subscribed,Medium
Music,Australia,Spanish,Monday,5-10 min,Notifications,Tablet,45-54,Not Subscribed,Medium
Travel,Japan,Hindi,Monday,5-10 min,Notifications,Desktop,35-44,Subscribed,Medium
News,India,Japanese,Tuesday,>40 min,Suggested,Desktop,18-24,Subscribed,Very Low
Travel,Brazil,Arabic,Thursday,10-20 min,Search,Desktop,45-54,Not Subscribed,High
News,USA,Urdu,Wednesday,20-40 min,Playlists,Smart TV,55+,Not Subscribed,Very High
Gaming,Brazil,French,Tuesday,<5 min,Suggested,Tablet,18-24,Not Subscribed,Medium
Technology,Pakistan,German,Friday,<5 min,Search,Tablet,35-44,Not Subscribed,Very Low
Finance,UK,Japanese,Tuesday,<5 min,Notifications,Tablet,45-54,Subscribed,Low
Entertainment,UAE,Urdu,Thursday,10-20 min,External,Desktop,45-54,Not Subscribed,Low
Technology,UAE,Hindi,Thursday,>40 min,External,Smart TV,13-17,Not Subscribed,Medium
Education,Australia,Bengali,Sunday,10-20 min,Suggested,Game Console,55+,Not Subscribed,Medium
Gaming,USA,Hindi,Monday,10-20 min,Suggested,Smart TV,55+,Not Subscribed,Medium
Finance,Canada,Urdu,Wednesday,>40 min,Suggested,Mobile,13-17,Subscribed,Very High
Gaming,Japan,Arabic,Saturday,>40 min,External,Game Console,45-54,Subscribed,Low
Music,UAE,German,Wednesday,20-40 min,Browse,Desktop,45-54,Not Subscribed,Very High
Gaming,India,Hindi,Wednesday,20-40 min,Search,Desktop,25-34,Not Subscribed,Medium
Entertainment,USA,Hindi,Sunday,20-40 min,Browse,Desktop,35-44,Subscribed,Medium
News,Pakistan,French,Thursday,5-10 min,Search,Desktop,13-17,Subscribed,Medium
Sports,Australia,Bengali,Saturday,5-10 min,Suggested,Desktop,45-54,Not Subscribed,Very Low
Travel,India,Japanese,Tuesday,10-20 min,Suggested,Tablet,35-44,Not Subscribed,Very Low
Finance,Pakistan,French,Thursday,<5 min,Playlists,Mobile,35-44,Subscribed,Low
Finance,Japan,Hindi,Monday,20-40 min,Notifications,Tablet,13-17,Not Subscribed,Low
News,UK,Hindi,Wednesday,<5 min,Playlists,Desktop,13-17,Subscribed,Low
Sports,India,Japanese,Wednesday,20-40 min,Search,Smart TV,45-54,Subscribed,Very High
News,Australia,French,Saturday,<5 min,Notifications,Tablet,25-34,Subscribed,Low
Technology,Canada,Portuguese,Thursday,10-20 min,Playlists,Mobile,18-24,Not Subscribed,Very High
Gaming,Pakistan,Portuguese,Saturday,10-20 min,Notifications,Mobile,35-44,Subscribed,Medium
Travel,Japan,Spanish,Friday,<5 min,Playlists,Tablet,18-24,Not Subscribed,Very High
Music,UK,Hindi,Sunday,>40 min,Shorts Feed,Mobile,55+,Subscribed,Medium
Music,UAE,Bengali,Friday,10-20 min,Notifications,Mobile,25-34,Subscribed,Medium
Education,India,German,Sunday,>40 min,Browse,Smart TV,45-54,Subscribed,Very High
Gaming,Germany,Spanish,Thursday,10-20 min,Suggested,Mobile,13-17,Subscribed,Very Low
Gaming,Brazil,French,Monday,5-10 min,Search,Game Console,45-54,Not Subscribed,Medium
Entertainment,UAE,Arabic,Friday,>40 min,External,Smart TV,25-34,Not Subscribed,Very High
Gaming,Japan,Spanish,Thursday,5-10 min,Shorts Feed,Game Console,13-17,Subscribed,High
Travel,Pakistan,Bengali,Monday,20-40 min,Browse,Tablet,55+,Subscribed,Medium
Technology,UK,Hindi,Friday,<5 min,Search,Mobile,18-24,Subscribed,Very High
News,UK,German,Monday,10-20 min,External,Game Console,18-24,Subscribed,Medium
Music,Japan,French,Saturday,<5 min,Playlists,Desktop,18-24,Not Subscribed,High
Music,Australia,Japanese,Sunday,<5 min,Playlists,Desktop,18-24,Subscribed,Low
News,Canada,French,Tuesday,5-10 min,Notifications,Smart TV,35-44,Subscribed,High
Travel,Australia,English,Wednesday,5-10 min,Notifications,Desktop,55+,Not Subscribed,High
Entertainment,Brazil,French,Monday,>40 min,Playlists,Smart TV,35-44,Subscribed,Very Low
Education,Brazil,Urdu,Tuesday,10-20 min,Shorts Feed,Mobile,13-17,Subscribed,Low
Education,Pakistan,Hindi,Monday,>40 min,Playlists,Smart TV,18-24,Not Subscribed,High
Music,Pakistan,French,Tuesday,20-40 min,Browse,Tablet,13-17,Not Subscribed,Very High
Finance,Canada,Bengali,Tuesday,20-40 min,Shorts Feed,Smart TV,55+,Subscribed,Very High
Lifestyle,Pakistan,Spanish,Tuesday,>40 min,Playlists,Mobile,45-54,Subscribed,Very High
Finance,Canada,Portuguese,Saturday,5-10 min,Playlists,Desktop,35-44,Not Subscribed,Very High
Education,Brazil,English,Wednesday,5-10 min,Playlists,Desktop,25-34,Not Subscribed,Low
Gaming,Japan,Bengali,Friday,10-20 min,Notifications,Desktop,13-17,Subscribed,High
Finance,UAE,Spanish,Saturday,<5 min,Playlists,Desktop,25-34,Subscribed,Medium
Travel,USA,Urdu,Monday,20-40 min,Shorts Feed,Mobile,35-44,Not Subscribed,Medium
Education,Japan,Arabic,Sunday,10-20 min,Notifications,Tablet,55+,Not Subscribed,Low
News,Brazil,Portuguese,Friday,20-40 min,Playlists,Smart TV,18-24,Subscribed,Low
Lifestyle,USA,Urdu,Friday,10-20 min,Search,Game Console,25-34,Not Subscribed,Medium
Sports,UK,Spanish,Wednesday,>40 min,Browse,Tablet,13-17,Subscribed,Low
Education,Pakistan,Bengali,Monday,10-20 min,Browse,Mobile,45-54,Not Subscribed,Low
News,India,Hindi,Monday,>40 min,External,Smart TV,25-34,Not Subscribed,Very Low
Technology,Australia,German,Thursday,10-20 min,Playlists,Game Console,13-17,Not Subscribed,Very Low
Sports,India,Japanese,Tuesday,20-40 min,Suggested,Desktop,18-24,Not Subscribed,Low
Entertainment,Brazil,Arabic,Sunday,20-40 min,Shorts Feed,Mobile,55+,Subscribed,Low
Technology,Japan,Hindi,Tuesday,>40 min,Search,Smart TV,13-17,Subscribed,Medium
Sports,Brazil,Urdu,Tuesday,<5 min,Search,Desktop,35-44,Not Subscribed,Very High
Entertainment,Canada,Japanese,Sunday,5-10 min,Search,Mobile,25-34,Subscribed,Low
Gaming,USA,Arabic,Friday,20-40 min,Suggested,Desktop,13-17,Not Subscribed,Medium
Finance,Germany,English,Monday,5-10 min,Shorts Feed,Game Console,13-17,Subscribed,Low
Entertainment,Germany,Arabic,Wednesday,<5 min,Playlists,Mobile,13-17,Subscribed,Very Low
Lifestyle,UK,French,Monday,10-20 min,Search,Game Console,13-17,Not Subscribed,Very Low
Music,Japan,French,Thursday,<5 min,External,Game Console,35-44,Not Subscribed,Low
Music,India,French,Friday,>40 min,Notifications,Smart TV,13-17,Subscribed,Low
Education,Germany,German,Saturday,10-20 min,Playlists,Smart TV,25-34,Subscribed,Low
Sports,Germany,Spanish,Monday,<5 min,External,Tablet,13-17,Subscribed,Very Low
Sports,Australia,English,Monday,<5 min,Playlists,Tablet,13-17,Subscribed,Very Low
Technology,Pakistan,Urdu,Wednesday,20-40 min,Notifications,Tablet,18-24,Subscribed,High
Music,UK,German,Friday,10-20 min,External,Smart TV,18-24,Subscribed,High
Entertainment,India,Arabic,Sunday,>40 min,Shorts Feed,Game Console,45-54,Not Subscribed,Very High
Travel,Brazil,Portuguese,Thursday,20-40 min,Browse,Mobile,18-24,Not Subscribed,High
Gaming,UK,German,Friday,>40 min,Search,Game Console,45-54,Subscribed,Very High
Travel,UK,English,Wednesday,>40 min,External,Desktop,13-17,Not Subscribed,Medium
Gaming,UAE,French,Wednesday,10-20 min,Playlists,Game Console,35-44,Subscribed,High
Technology,Germany,Hindi,Friday,>40 min,Playlists,Mobile,35-44,Not Subscribed,Medium
Education,Canada,Hindi,Wednesday,20-40 min,Shorts Feed,Tablet,45-54,Not Subscribed,Very High
Technology,UAE,Hindi,Sunday,>40 min,Playlists,Tablet,18-24,Not Subscribed,Low
Education,Pakistan,French,Sunday,10-20 min,Notifications,Desktop,18-24,Subscribed,High
Gaming,UAE,Urdu,Wednesday,<5 min,External,Desktop,45-54,Not Subscribed,High
Travel,USA,Spanish,Monday,20-40 min,Playlists,Mobile,25-34,Subscribed,High
Lifestyle,Germany,Spanish,Monday,10-20 min,Browse,Tablet,55+,Not Subscribed,Low
