item_name,item_category,item_subcategory,brand_name,brand_tier,country,city,city_tier,price_usd_normalized,serving_size_g,calories,protein_g,total_fat_g,total_carbs_g,sodium_mg,sugars_g,avg_rating,is_bestseller
Garden Fresh Pizza,Pizza,Veg,KFC,budget,USA,Portland,tier-2,2.86,135.9,319.7,4.2,5.7,46.4,398.9,4.6,3.6,0
Caesar Salad with Chicken,Salad,Non-Veg,Five Guys,mid,Canada,Ottawa,tier-2,14.45,274.2,245.9,21.9,16.5,33.4,900.5,4.6,4.6,0
Caesar Salad,Salad,Veg,Ruth's Chris Steakhouse,premium,Canada,Vancouver,metro,25.77,345.1,214.7,2.5,10.0,37.3,343.2,6.1,2.3,0
Oat Milk Latte,Drink,Vegan,KFC,budget,India,Bangalore,metro,1.07,569.2,87.5,0.9,4.0,63.5,95.9,50.8,3.5,0
Kale Caesar Salad,Salad,Vegan,Nobu,premium,Australia,Brisbane,tier-2,28.42,356.8,224.6,21.3,8.5,16.0,637.7,5.0,2.6,0
Molten Lava Cake,Dessert,Veg,Domino's,budget,UK,Birmingham,tier-2,3.97,86.2,380.3,0.7,14.0,56.1,235.8,53.295,3.5,0
Pepperoni Pizza,Pizza,Non-Veg,KFC,budget,USA,Nashville,tier-2,9.74,151.9,409.4,18.7,17.9,28.1,951.4,4.7,3.2,0
Iced Tea,Drink,Veg,Chili's,mid,India,Mumbai,metro,2.98,431.6,165.2,1.1,2.5,56.2,53.0,47.1,4.4,0
Potato Wedges,Sides,Veg,Burger King,budget,UK,Manchester,metro,3.17,198.9,280.2,6.8,10.8,55.9,343.6,3.6,3.8,0
Chicken Rice Bowl,Rice/Bowl,Non-Veg,Domino's,budget,India,Hyderabad,metro,2.25,344.0,408.7,25.4,12.8,75.5,812.6,2.2,3.8,0
Halloumi Burger,Burger,Veg,Burger King,budget,Australia,Townsville,tier-3,3.13,266.8,477.5,25.8,8.6,81.9,859.6,6.8,3.7,0
Classic Beef Burger,Burger,Non-Veg,TGI Fridays,mid,USA,Eugene,tier-3,17.63,287.6,703.0,18.4,49.1,62.2,782.8,6.4,3.7,0
Spicy Chicken Pizza,Pizza,Non-Veg,Pizza Hut,budget,USA,Boise,tier-3,4.96,145.1,343.6,7.9,9.7,33.7,736.9,5.6,2.9,0
Garlic Bread,Sides,Veg,Nobu,premium,USA,New York,metro,35.27,111.8,340.9,1.5,20.8,53.0,338.7,1.7,3.6,0
Mushroom Swiss Beef Burger,Burger,Non-Veg,TGI Fridays,mid,India,Ahmedabad,tier-2,6.24,262.9,684.8,37.0,17.0,49.5,814.6,11.1,4.3,1
Egg Fried Rice,Rice/Bowl,Veg,Five Guys,mid,USA,Chicago,metro,22.08,423.6,490.6,25.0,14.5,72.3,668.6,7.8,3.0,0
Paneer Tikka Pizza,Pizza,Veg,Domino's,budget,India,Coimbatore,tier-3,3.12,151.9,302.7,11.6,16.7,45.6,576.3,10.7,4.1,0
BLT Sandwich,Sandwich,Non-Veg,Pizza Hut,budget,India,Jaipur,tier-2,2.49,195.7,450.7,15.3,19.6,55.3,1004.1,8.1,3.7,0
French Fries,Sides,Veg,Subway,budget,USA,New York,metro,3.97,139.0,177.1,4.5,11.6,29.6,145.2,3.1,4.1,0
Veggie Supreme Pizza,Pizza,Veg,Gordon Ramsay Bar & Grill,premium,Australia,Sydney,metro,27.42,148.8,233.2,5.9,8.2,33.8,599.3,5.8,3.3,0
Cinnamon Roll,Dessert,Veg,Applebee's,mid,Australia,Sydney,metro,10.51,160.3,296.3,1.2,14.7,51.6,406.6,49.019999999999996,3.9,0
Onion Rings,Sides,Veg,Wendy's,budget,UK,Bath,tier-3,3.6,102.4,363.4,0.0,11.0,16.0,374.2,2.3,3.9,0
Meat Lovers Pizza,Pizza,Non-Veg,McDonald's,budget,UK,York,tier-3,7.73,134.9,385.2,16.2,17.6,33.1,683.6,6.2,3.6,0
Hash Browns,Sides,Veg,Wendy's,budget,Canada,Vancouver,metro,4.1,60.9,369.7,5.6,4.7,38.7,298.4,5.0,4.2,0
Coconut Pudding,Dessert,Vegan,McDonald's,budget,Canada,Toronto,metro,5.55,129.4,440.2,3.7,12.0,76.9,242.9,58.2,3.6,0
Potato Wedges,Sides,Veg,Pizza Hut,budget,USA,Fargo,tier-3,1.9,181.0,319.3,1.9,9.4,47.1,453.5,0.2,3.3,0
Chicken Rice Bowl,Rice/Bowl,Non-Veg,Applebee's,mid,Canada,Montreal,tier-2,11.84,366.0,456.7,19.7,13.4,97.8,548.8,6.7,3.6,0
Veggie Sub,Sandwich,Veg,Pizza Hut,budget,Canada,Edmonton,tier-2,5.87,262.4,387.6,18.0,29.6,51.7,1131.1,9.7,4.4,0
Margherita Pizza,Pizza,Veg,Nobu,premium,USA,Los Angeles,metro,25.74,158.9,350.1,14.0,11.8,31.0,742.2,2.9,3.9,0
Garden Fresh Pizza,Pizza,Veg,Pizza Hut,budget,USA,Spokane,tier-3,4.11,135.7,177.6,12.9,6.1,33.9,489.8,3.9,3.9,0
Avocado Toast Sandwich,Sandwich,Vegan,Chili's,mid,USA,New York,metro,15.85,167.7,482.6,19.0,11.8,49.1,973.4,7.5,4.2,0
Onion Rings,Sides,Veg,Burger King,budget,USA,New York,metro,4.83,167.8,69.6,0.6,8.7,49.9,350.0,1.0,3.9,0
Classic Beef Burger,Burger,Non-Veg,Gordon Ramsay Bar & Grill,premium,USA,Los Angeles,metro,42.23,203.3,712.6,35.5,16.0,39.8,1022.4,5.3,3.5,0
Four Cheese Pizza,Pizza,Veg,TGI Fridays,mid,India,Indore,tier-3,3.74,187.4,255.7,14.6,8.8,42.2,1030.7,3.6,3.4,0
Chocolate Milkshake,Drink,Veg,The Cheesecake Factory,premium,Canada,Toronto,metro,11.1,365.9,237.7,4.7,0.0,33.4,35.5,0.0,4.4,0
Molten Lava Cake,Dessert,Veg,KFC,budget,USA,New York,metro,6.16,126.5,325.6,7.4,20.2,57.5,325.3,41.5,4.2,0
BBQ Bacon Burger,Burger,Non-Veg,Burger King,budget,Australia,Melbourne,metro,2.62,188.1,498.1,20.0,27.9,43.1,731.5,11.8,4.1,0
Beyond Meat Burger,Burger,Vegan,Five Guys,mid,India,Nagpur,tier-3,8.63,189.9,320.5,25.6,31.5,59.8,805.2,11.7,2.5,0
Vegan Burrito Bowl,Rice/Bowl,Vegan,Pizza Hut,budget,USA,New York,metro,3.04,356.1,487.4,19.3,5.5,51.1,433.1,5.3,4.3,1
Mushroom Swiss Burger,Burger,Veg,McDonald's,budget,UK,Glasgow,tier-2,8.88,172.5,397.6,23.8,29.1,52.7,812.1,11.2,3.1,0
Teriyaki Chicken Bowl,Rice/Bowl,Non-Veg,Pizza Hut,budget,Canada,Toronto,metro,5.19,374.8,449.5,15.0,8.5,57.2,1082.7,5.6,4.5,0
Prawn Fried Rice,Rice/Bowl,Non-Veg,Nando's,mid,India,Hyderabad,metro,7.64,394.4,386.6,13.7,19.0,80.4,522.2,9.4,3.4,0
Vegan Mango Smoothie,Drink,Vegan,KFC,budget,UK,Bristol,tier-2,5.37,323.2,219.8,0.0,2.6,35.3,53.3,33.1,3.5,0
Ham & Mushroom Pizza,Pizza,Non-Veg,The Cheesecake Factory,premium,USA,Spokane,tier-3,31.85,189.3,326.0,12.8,10.3,43.7,712.6,5.5,3.6,0
Turkey Sandwich,Sandwich,Non-Veg,KFC,budget,USA,Austin,tier-2,8.04,144.7,537.5,24.4,10.3,42.5,823.5,8.8,3.3,1
Lemonade,Drink,Veg,Burger King,budget,USA,New York,metro,4.22,424.9,332.6,3.7,1.6,41.0,47.8,25.8,4.0,0
Garden Fresh Pizza,Pizza,Veg,Nobu,premium,USA,Spokane,tier-3,47.9,219.5,307.6,14.0,19.1,42.0,601.3,3.8,3.4,0
Club Sandwich,Sandwich,Non-Veg,TGI Fridays,mid,UK,Leeds,tier-2,21.36,189.5,474.4,28.1,21.3,31.8,861.8,7.0,4.6,0
Tofu Rice Bowl,Rice/Bowl,Vegan,McDonald's,budget,USA,Chicago,metro,5.71,439.8,284.4,29.4,12.1,67.6,459.6,10.4,3.7,0
Vegan Mango Smoothie,Drink,Vegan,Gordon Ramsay Bar & Grill,premium,USA,Eugene,tier-3,16.05,568.2,315.1,2.4,3.1,81.0,59.4,61.0,2.9,0
Apple Pie,Dessert,Veg,Gordon Ramsay Bar & Grill,premium,India,Ahmedabad,tier-2,8.62,159.0,606.1,3.7,15.4,66.1,200.5,56.0,2.8,0
Caprese Salad,Salad,Veg,Burger King,budget,UK,London,metro,7.58,162.8,162.9,10.2,0.0,35.1,492.7,8.0,4.7,0
Pepsi,Drink,Veg,Nobu,premium,USA,New York,metro,17.69,433.9,250.4,2.3,1.9,17.1,18.4,16.245,4.3,0
Potato Wedges,Sides,Veg,Gordon Ramsay Bar & Grill,premium,USA,Nashville,tier-2,16.36,150.4,378.0,2.1,14.5,46.6,285.9,0.0,3.6,0
Hash Browns,Sides,Veg,KFC,budget,India,Hyderabad,metro,2.72,181.8,299.7,3.4,2.6,43.2,376.5,0.4,4.2,0
Fish Fillet Burger,Burger,Non-Veg,Pizza Hut,budget,USA,New York,metro,4.26,189.6,747.5,29.0,37.2,47.2,488.8,8.3,4.3,0
Buffalo Chicken Bites,Sides,Non-Veg,Chili's,mid,India,Ahmedabad,tier-2,3.73,54.3,349.7,6.5,9.3,30.1,421.7,3.0,4.2,0
Apple Juice,Drink,Veg,Pizza Hut,budget,Canada,Regina,tier-3,3.71,319.9,101.2,4.2,3.1,61.6,33.1,55.3,3.3,0
Meat Lovers Pizza,Pizza,Non-Veg,Wendy's,budget,India,Ahmedabad,tier-2,2.15,182.1,347.6,14.3,14.5,38.5,877.7,3.6,4.3,0
Garden Fresh Pizza,Pizza,Veg,TGI Fridays,mid,Australia,Perth,tier-2,15.06,180.7,405.1,16.0,20.4,21.7,602.6,3.8,4.4,0
Hummus Veggie Wrap,Sandwich,Vegan,Wendy's,budget,Canada,Calgary,tier-2,2.38,233.8,217.4,23.2,6.6,59.3,451.7,9.0,3.9,0
Philly Cheesesteak,Sandwich,Non-Veg,Chili's,mid,Canada,Ottawa,tier-2,9.09,156.2,494.1,32.9,21.4,22.7,1120.1,7.6,3.2,1
Spicy Chicken Pizza,Pizza,Non-Veg,Subway,budget,Australia,Adelaide,tier-2,4.03,192.6,343.2,21.3,16.0,43.2,869.0,6.4,3.8,0
Coleslaw,Salad,Veg,Shake Shack,mid,Canada,Toronto,metro,6.93,326.6,375.4,11.1,11.1,32.6,432.9,13.0,2.4,0
Hash Browns,Sides,Veg,Burger King,budget,USA,Boise,tier-3,2.65,181.7,259.1,4.0,9.3,29.7,408.8,5.3,3.1,0
Fanta Orange,Drink,Veg,Shake Shack,mid,USA,Eugene,tier-3,7.14,376.9,102.9,3.8,6.8,59.7,62.2,0.0,4.6,0
BBQ Bacon Burger,Burger,Non-Veg,Taco Bell,budget,India,Mumbai,metro,2.99,231.1,659.3,4.7,28.6,29.1,1112.7,6.6,4.6,0
BBQ Bacon Burger,Burger,Non-Veg,Gordon Ramsay Bar & Grill,premium,USA,Nashville,tier-2,17.86,220.5,564.1,25.0,29.4,45.1,1021.7,16.1,4.3,0
Black Bean Burger,Burger,Veg,McDonald's,budget,India,Chennai,tier-2,1.36,162.5,578.6,24.5,20.2,58.1,974.5,9.3,3.7,1
Hummus Veggie Wrap,Sandwich,Vegan,Gordon Ramsay Bar & Grill,premium,USA,New York,metro,42.05,184.8,309.5,20.7,11.3,39.1,937.5,13.3,3.6,1
Waffles with Syrup,Dessert,Veg,Domino's,budget,India,Pune,tier-2,2.7,181.1,418.5,7.8,17.5,77.6,262.6,44.3,4.3,0
Strawberry Milkshake,Drink,Veg,KFC,budget,Australia,Geelong,tier-3,4.02,476.7,303.3,1.2,0.5,60.4,0.0,57.379999999999995,4.0,0
Orange Juice,Drink,Veg,The Cheesecake Factory,premium,USA,Eugene,tier-3,17.44,336.0,5.0,0.0,0.3,50.3,51.5,47.785,2.3,0
Almond Milk Shake,Drink,Vegan,Taco Bell,budget,USA,Portland,tier-2,3.26,692.1,196.9,1.2,7.3,65.9,21.4,2.2,4.1,1
Classic Beef Burger,Burger,Non-Veg,Pizza Hut,budget,UK,Exeter,tier-3,5.94,215.7,539.7,24.4,30.2,58.8,769.3,13.0,4.3,1
Churros,Dessert,Veg,Ruth's Chris Steakhouse,premium,USA,Houston,metro,19.36,133.2,667.9,7.2,26.2,72.0,244.3,56.0,4.0,1
Vegan BLT,Sandwich,Vegan,McDonald's,budget,USA,Boise,tier-3,4.15,223.3,282.4,20.0,14.5,43.5,483.1,10.1,2.6,0
Potato Wedges,Sides,Veg,Domino's,budget,UK,Manchester,metro,2.5,230.3,166.8,5.6,14.9,23.0,347.0,3.6,4.5,0
Hummus Veggie Wrap,Sandwich,Vegan,KFC,budget,USA,New York,metro,5.3,197.6,503.9,20.0,5.6,52.4,739.5,7.4,4.1,0
Spicy Chicken Pizza,Pizza,Non-Veg,Burger King,budget,UK,Manchester,metro,4.56,180.5,388.9,13.1,13.2,23.9,714.4,8.5,4.7,0
Veggie Burger,Burger,Veg,Subway,budget,USA,New York,metro,6.17,212.5,777.4,25.3,39.2,62.0,998.7,6.8,4.6,0
Chicken BBQ Pizza,Pizza,Non-Veg,Pizza Hut,budget,USA,Houston,metro,8.87,184.0,96.1,17.0,3.4,33.8,617.1,5.9,3.6,0
Garlic Bread,Sides,Veg,Ruth's Chris Steakhouse,premium,Canada,Toronto,metro,21.31,174.8,285.8,2.0,10.4,21.3,611.1,6.0,3.9,0
Black Bean Burger,Burger,Veg,Wendy's,budget,Australia,Perth,tier-2,5.04,246.0,382.7,14.9,21.2,62.9,980.7,7.6,3.7,1
BBQ Bacon Burger,Burger,Non-Veg,Burger King,budget,India,Bangalore,metro,1.67,260.3,631.8,19.8,39.7,48.1,935.7,4.5,4.4,0
BBQ Bacon Burger,Burger,Non-Veg,Wendy's,budget,India,Delhi,metro,3.78,235.8,530.2,4.4,23.8,61.2,865.3,10.4,4.5,1
Coconut Water,Drink,Vegan,Burger King,budget,USA,Houston,metro,3.09,494.8,251.8,4.8,0.0,54.1,76.5,47.8,3.7,0
Coca Cola,Drink,Veg,Burger King,budget,USA,Austin,tier-2,5.69,470.3,186.1,2.5,5.2,40.8,25.1,18.9,4.4,1
Coconut Water,Drink,Vegan,Nando's,mid,India,Hyderabad,metro,3.11,283.2,19.7,5.7,3.9,25.0,44.9,22.1,4.6,1
Lamb Biryani,Rice/Bowl,Non-Veg,Burger King,budget,Australia,Perth,tier-2,4.11,374.2,395.9,13.4,13.2,71.1,840.1,4.7,4.0,0
Lamb Biryani,Rice/Bowl,Non-Veg,The Cheesecake Factory,premium,USA,Austin,tier-2,44.67,284.8,609.5,32.2,8.4,62.4,1167.4,1.4,4.1,0
Potato Wedges,Sides,Veg,Pizza Hut,budget,India,Indore,tier-3,1.98,88.2,221.9,7.7,25.7,59.4,403.1,4.6,3.2,0
Fanta Orange,Drink,Veg,Wendy's,budget,USA,Los Angeles,metro,1.68,275.2,416.3,1.0,0.5,52.2,56.4,35.6,3.5,0
Egg Salad Sandwich,Sandwich,Veg,Wendy's,budget,UK,London,metro,6.83,241.2,576.6,19.1,9.3,59.2,807.8,3.5,3.4,0
Mushroom Risotto,Rice/Bowl,Veg,Domino's,budget,USA,Fargo,tier-3,5.46,325.9,619.9,16.3,5.7,72.6,841.0,11.5,4.5,0
Crispy Chicken Burger,Burger,Non-Veg,Shake Shack,mid,Canada,Toronto,metro,9.72,201.7,392.1,32.8,39.2,39.2,1074.8,10.0,4.4,0
Beef Burrito Bowl,Rice/Bowl,Non-Veg,Domino's,budget,India,Nagpur,tier-3,2.67,379.4,266.7,24.1,10.3,53.7,1152.6,8.3,3.8,0
Egg Fried Rice,Rice/Bowl,Veg,Ruth's Chris Steakhouse,premium,USA,Los Angeles,metro,40.39,357.5,529.1,20.1,19.2,75.3,756.7,9.8,3.4,0
Kale Caesar Salad,Salad,Vegan,TGI Fridays,mid,India,Chennai,tier-2,7.67,252.7,392.4,6.6,0.8,27.9,477.4,10.7,4.1,0
Caesar Salad with Chicken,Salad,Non-Veg,Five Guys,mid,USA,Houston,metro,14.86,255.7,219.3,16.6,16.9,0.0,363.4,0.0,3.6,0
Chicken Wings,Sides,Non-Veg,Chili's,mid,Australia,Melbourne,metro,13.48,210.2,275.3,11.7,18.9,25.6,122.6,5.7,3.7,0
Crispy Chicken Burger,Burger,Non-Veg,Five Guys,mid,India,Nagpur,tier-3,7.12,234.5,561.5,28.8,16.3,41.5,1003.6,8.1,4.2,1
Pepsi,Drink,Veg,Pizza Hut,budget,India,Coimbatore,tier-3,1.56,267.2,166.1,3.9,6.0,41.4,33.8,0.0,3.8,0
Mozzarella Sticks,Sides,Veg,Chili's,mid,Canada,Vancouver,metro,5.2,143.7,279.2,0.0,14.1,41.4,713.0,1.3,3.9,1
Mushroom Swiss Beef Burger,Burger,Non-Veg,Five Guys,mid,USA,Boise,tier-3,11.51,336.2,698.6,12.7,17.3,51.9,857.9,13.8,3.4,0
Caprese Sandwich,Sandwich,Veg,McDonald's,budget,USA,Denver,tier-2,2.66,192.2,446.2,10.7,14.1,39.2,1028.2,5.1,3.5,0
Mac and Cheese,Sides,Veg,Wendy's,budget,India,Pune,tier-2,2.65,96.5,451.3,6.0,8.8,26.2,412.5,1.1,3.4,0
Tuna Niçoise Salad,Salad,Non-Veg,Gordon Ramsay Bar & Grill,premium,Canada,Toronto,metro,28.79,355.5,298.6,8.6,13.0,10.9,667.2,7.2,3.9,0
Prawn Fried Rice,Rice/Bowl,Non-Veg,Chili's,mid,USA,Eugene,tier-3,22.16,423.6,741.1,40.3,13.6,82.9,779.1,6.6,4.5,0
Mushroom Swiss Beef Burger,Burger,Non-Veg,Gordon Ramsay Bar & Grill,premium,UK,London,metro,29.14,260.3,533.0,29.0,33.3,70.3,1059.5,7.2,4.0,0
Onion Rings,Sides,Veg,KFC,budget,USA,Los Angeles,metro,4.57,90.6,366.6,7.7,24.5,36.1,265.2,3.4,3.6,0
Side Salad,Sides,Vegan,Burger King,budget,UK,Bristol,tier-2,5.02,159.3,406.6,0.4,5.1,53.5,388.8,4.0,4.0,0
Vanilla Shake,Drink,Veg,Nando's,mid,USA,Nashville,tier-2,6.96,466.2,289.6,1.1,0.0,41.4,50.2,32.7,3.3,0
Mozzarella Sticks,Sides,Veg,Burger King,budget,UK,Manchester,metro,6.17,120.0,207.3,1.6,16.3,54.1,439.2,3.4,2.7,0
Classic Beef Burger,Burger,Non-Veg,Nando's,mid,USA,Chicago,metro,18.51,204.8,725.7,30.6,36.2,51.3,997.6,9.6,3.9,0
Lemonade,Drink,Veg,Subway,budget,USA,Portland,tier-2,3.25,395.4,107.1,3.6,0.0,38.1,14.0,30.6,3.9,0
Cold Coffee,Drink,Veg,McDonald's,budget,UK,Manchester,metro,4.65,463.9,5.0,0.1,0.9,55.2,44.6,20.8,4.0,0
French Fries,Sides,Veg,Taco Bell,budget,USA,Los Angeles,metro,2.13,106.6,253.3,8.3,16.6,18.6,183.9,2.9,4.5,1
Fruit Sorbet,Dessert,Vegan,Shake Shack,mid,UK,Leeds,tier-2,17.35,166.5,620.8,4.3,9.4,57.1,139.6,54.245,3.7,0
Mushroom Swiss Burger,Burger,Veg,Taco Bell,budget,India,Nagpur,tier-3,2.64,131.0,387.4,9.6,34.9,53.0,739.8,9.7,3.2,0
Tuna Melt,Sandwich,Non-Veg,Wendy's,budget,Canada,Toronto,metro,6.65,267.6,487.0,27.1,14.2,56.4,689.1,5.0,2.7,0
Mozzarella Sticks,Sides,Veg,Taco Bell,budget,India,Delhi,metro,2.79,76.9,233.5,2.7,8.1,26.4,639.4,6.0,4.5,1
Potato Wedges,Sides,Veg,Subway,budget,India,Hyderabad,metro,1.74,56.0,64.5,2.8,17.5,40.3,516.8,0.5,2.9,0
Side Salad,Sides,Vegan,Taco Bell,budget,USA,Austin,tier-2,5.71,136.9,470.6,0.0,5.2,38.7,589.0,2.8,4.1,0
Meat Lovers Pizza,Pizza,Non-Veg,Shake Shack,mid,USA,Houston,metro,9.63,144.3,344.5,8.3,17.4,47.1,675.5,8.9,2.9,0
Coleslaw,Salad,Veg,Five Guys,mid,India,Pune,tier-2,6.0,257.4,73.6,11.5,18.5,8.3,444.2,6.2,4.5,0
Fanta Orange,Drink,Veg,Wendy's,budget,India,Hyderabad,metro,1.57,404.0,193.3,2.5,2.6,33.1,27.9,31.445,3.0,0
Spicy Jalapeño Burger,Burger,Non-Veg,Burger King,budget,USA,Nashville,tier-2,4.0,230.3,643.5,26.2,25.5,42.0,815.4,4.9,4.2,0
Mushroom Risotto,Rice/Bowl,Veg,TGI Fridays,mid,USA,Nashville,tier-2,12.06,338.5,486.5,18.6,1.4,68.4,589.5,1.1,3.0,0
Margherita Pizza,Pizza,Veg,KFC,budget,India,Nagpur,tier-3,1.24,140.0,273.2,10.1,7.1,30.0,883.6,4.2,3.9,1
Philly Cheesesteak,Sandwich,Non-Veg,Pizza Hut,budget,USA,Houston,metro,8.07,180.6,307.4,22.5,16.7,56.8,845.1,1.7,4.5,1
Meat Lovers Pizza,Pizza,Non-Veg,TGI Fridays,mid,UK,Glasgow,tier-2,21.83,197.6,369.8,16.2,18.6,36.0,680.0,8.1,3.4,0
BLT Sandwich,Sandwich,Non-Veg,Burger King,budget,USA,Portland,tier-2,4.55,113.0,538.7,17.9,23.7,51.2,644.4,10.4,4.2,0
Black Bean Burger,Burger,Veg,Wendy's,budget,UK,Manchester,metro,6.37,187.8,375.4,26.9,35.2,56.9,749.7,11.4,3.9,0
Iced Tea,Drink,Veg,Nobu,premium,Australia,Sydney,metro,26.03,530.8,18.2,0.0,1.7,31.6,14.9,30.02,3.6,0
Halloumi Burger,Burger,Veg,Chili's,mid,UK,Bristol,tier-2,14.78,258.8,535.9,23.8,25.9,45.3,805.9,13.2,4.4,0
Sprite,Drink,Veg,Nando's,mid,Canada,Calgary,tier-2,9.11,512.7,245.3,0.0,1.2,49.7,29.0,47.215,3.9,0
Cold Coffee,Drink,Veg,Taco Bell,budget,UK,Manchester,metro,2.55,374.5,166.8,0.0,1.6,68.3,0.0,38.1,4.1,0
Halloumi Burger,Burger,Veg,McDonald's,budget,India,Bangalore,metro,2.31,222.4,431.2,29.5,37.9,45.7,691.5,5.0,4.2,0
Sprite,Drink,Veg,Subway,budget,India,Pune,tier-2,2.04,428.5,157.6,2.4,3.0,51.4,48.7,18.8,2.1,0
Mozzarella Sticks,Sides,Veg,Gordon Ramsay Bar & Grill,premium,India,Bangalore,metro,4.43,147.3,164.8,10.0,14.4,64.1,67.8,3.9,4.0,0
Veggie Burger,Burger,Veg,Gordon Ramsay Bar & Grill,premium,USA,Chicago,metro,20.35,342.7,706.5,17.1,26.7,59.4,1024.1,13.6,4.4,0
Garden Fresh Pizza,Pizza,Veg,Shake Shack,mid,India,Chennai,tier-2,6.61,135.7,351.6,3.8,7.6,35.9,531.6,2.4,4.5,1
Mac and Cheese,Sides,Veg,KFC,budget,India,Pune,tier-2,0.92,130.7,484.9,4.8,14.5,41.4,0.0,3.3,3.6,0
Chocolate Milkshake,Drink,Veg,KFC,budget,India,Chennai,tier-2,2.02,322.3,147.6,3.6,2.6,77.1,10.6,35.6,3.5,0
Loaded Fries with Bacon,Sides,Non-Veg,Applebee's,mid,Canada,Vancouver,metro,10.25,185.5,388.5,2.3,12.6,40.7,728.2,0.3,4.0,0
Club Sandwich,Sandwich,Non-Veg,KFC,budget,India,Hyderabad,metro,1.29,136.2,511.6,33.1,20.1,54.2,985.4,4.9,4.2,0
Spicy Jalapeño Burger,Burger,Non-Veg,Wendy's,budget,UK,London,metro,4.03,232.7,469.3,19.1,33.4,43.3,914.9,6.7,3.9,0
Onion Rings,Sides,Veg,Taco Bell,budget,USA,Houston,metro,2.39,132.9,224.7,5.4,9.9,20.3,405.6,0.0,4.5,0
Onion Rings,Sides,Veg,KFC,budget,USA,Eugene,tier-3,4.11,107.4,413.0,0.0,7.6,50.1,141.8,4.3,3.7,0
Philly Cheesesteak,Sandwich,Non-Veg,Wendy's,budget,UK,London,metro,7.2,229.0,278.6,23.3,5.6,34.5,842.4,0.0,4.4,0
Garden Fresh Pizza,Pizza,Veg,Pizza Hut,budget,USA,Spokane,tier-3,3.83,193.1,265.2,14.7,8.4,39.7,651.2,2.9,3.3,0
Green Detox Juice,Drink,Vegan,Subway,budget,USA,Los Angeles,metro,5.11,525.0,115.7,4.6,3.6,49.1,3.8,42.7,4.4,0
Meat Lovers Pizza,Pizza,Non-Veg,Burger King,budget,India,Nagpur,tier-3,1.42,131.0,388.9,12.5,14.3,47.6,583.7,4.1,4.3,1
Baked Potato,Sides,Vegan,Subway,budget,USA,Portland,tier-2,5.08,50.0,377.5,0.0,19.0,67.2,397.7,4.8,3.6,0
Bread Pudding,Dessert,Non-Veg,Domino's,budget,India,Bangalore,metro,1.79,93.7,585.5,8.9,16.3,41.0,196.9,38.949999999999996,3.8,0
Potato Wedges,Sides,Veg,Ruth's Chris Steakhouse,premium,USA,Chicago,metro,30.39,50.0,337.0,8.0,20.8,17.7,263.4,3.3,4.1,0
BLT Sandwich,Sandwich,Non-Veg,McDonald's,budget,Canada,Toronto,metro,3.69,169.1,540.3,19.8,11.1,41.9,754.4,5.8,3.8,0
Spicy Chicken Pizza,Pizza,Non-Veg,Nando's,mid,USA,Portland,tier-2,13.66,178.3,396.8,9.3,8.7,41.9,422.7,6.2,3.9,0
Fanta Orange,Drink,Veg,Shake Shack,mid,India,Jaipur,tier-2,3.87,556.4,405.3,0.0,2.7,45.2,66.2,42.94,4.5,0
Margherita Pizza,Pizza,Veg,Taco Bell,budget,India,Chennai,tier-2,2.89,239.6,215.0,8.2,9.6,36.4,546.3,1.9,2.5,0
Mango Smoothie,Drink,Veg,Shake Shack,mid,India,Ahmedabad,tier-2,3.68,389.6,249.9,1.6,3.6,37.6,73.1,35.72,4.0,0
Edamame,Sides,Vegan,The Cheesecake Factory,premium,Canada,Saskatoon,tier-3,25.95,141.7,211.6,4.4,12.1,43.4,401.4,5.9,4.0,0
Black Bean Burger,Burger,Veg,Wendy's,budget,India,Mumbai,metro,3.59,187.4,309.6,27.6,26.8,53.6,883.7,6.3,4.2,0
Chicken Rice Bowl,Rice/Bowl,Non-Veg,KFC,budget,UK,Leeds,tier-2,5.47,327.2,536.7,37.3,6.8,51.4,1050.0,8.4,4.7,0
Tuna Melt,Sandwich,Non-Veg,Nobu,premium,USA,Nashville,tier-2,38.93,219.9,518.3,30.8,11.3,52.6,1123.7,3.0,4.1,0
Vegan BLT,Sandwich,Vegan,Wendy's,budget,USA,Denver,tier-2,7.23,156.4,337.2,20.0,16.1,55.8,444.3,7.7,4.2,1
Vegan Smash Burger,Burger,Vegan,Subway,budget,India,Indore,tier-3,2.07,202.9,575.1,29.0,24.3,40.1,804.6,7.0,3.6,0
Lemonade,Drink,Veg,Chili's,mid,UK,Glasgow,tier-2,9.16,382.6,396.0,0.0,6.5,30.7,85.8,29.165,4.3,0
Garden Salad,Salad,Veg,Wendy's,budget,India,Coimbatore,tier-3,1.2,245.2,140.7,17.0,27.3,19.6,423.7,1.0,4.5,0
Orange Juice,Drink,Veg,Wendy's,budget,Canada,Edmonton,tier-2,3.66,501.3,342.3,2.8,2.7,15.0,43.7,14.25,4.4,1
Fish Fillet Burger,Burger,Non-Veg,Burger King,budget,UK,Bristol,tier-2,4.05,304.9,605.1,21.6,19.9,54.7,494.6,11.6,4.5,0
Quinoa Salad,Salad,Vegan,TGI Fridays,mid,Canada,Windsor,tier-3,11.01,286.5,237.2,14.0,7.8,29.0,708.3,11.1,4.0,0
