learner_id,fsi_category,related_language,prior_languages,age_started,total_study_hours,active_use_share,immersion_months,speaking_practice,feedback_quality,comprehensible_input_hours,uses_srs,motivation,consistency,accent_nativelike,cefr_level,reached_fluency,dropped_out
LNR042398,3,0,0,37,1130,0.14,2.8,2.55,5.04,730,1,4.72,3.77,5.56,A2,0,1
LNR042399,3,0,1,36,40,0.577,0.0,5.03,3.18,30,1,8.09,10.0,7.0,A0,0,1
LNR042400,1,0,1,28,1160,0.589,2.3,6.07,7.5,380,0,5.34,7.84,3.63,C2,1,0
LNR042401,1,0,1,43,380,0.396,3.3,7.4,3.44,250,1,2.85,6.77,3.98,B1,0,1
LNR042402,2,1,1,32,80,0.652,0.0,6.86,4.29,40,1,1.85,0.0,4.75,A1,0,0
LNR042403,3,0,0,29,330,0.645,2.4,4.45,6.23,210,0,7.82,8.39,4.58,A2,0,0
LNR042404,4,1,0,26,650,0.274,8.0,8.42,3.51,340,1,4.27,6.71,4.75,B2,1,0
LNR042405,1,1,2,30,180,0.72,0.6,9.42,4.29,140,0,4.77,7.86,7.02,B1,0,0
LNR042406,2,1,1,31,370,0.106,0.0,0.0,4.65,220,0,2.55,6.57,7.47,A2,0,1
LNR042407,2,1,1,36,550,0.511,0.0,3.7,4.35,380,0,1.59,8.58,4.57,C1,1,0
LNR042408,1,1,0,36,1100,0.63,0.0,2.78,6.98,530,0,4.01,9.37,3.41,C2,1,0
LNR042409,3,0,1,40,440,0.104,0.0,4.23,4.25,170,1,8.74,5.21,2.61,A2,0,1
LNR042410,1,0,1,47,220,0.414,0.0,6.94,5.69,120,0,4.74,0.0,4.38,B1,0,0
LNR042411,2,0,0,24,370,0.197,0.0,3.95,3.96,280,0,4.51,4.55,6.07,A1,0,1
LNR042412,2,0,5,26,1010,0.17,0.0,7.45,0.19,530,1,4.52,4.46,6.01,B1,0,1
LNR042413,4,1,0,35,910,0.376,1.3,2.38,3.46,680,1,3.19,6.42,5.54,B1,0,1
LNR042414,3,1,0,31,2540,0.708,0.0,7.26,4.65,1090,0,4.13,5.04,5.12,C2,1,0
LNR042415,2,1,1,24,670,0.631,3.1,6.31,6.67,370,1,4.22,5.38,6.91,C2,1,0
LNR042416,3,0,1,36,240,0.274,0.0,10.0,2.57,80,0,4.56,5.46,3.88,A1,0,0
LNR042417,1,0,2,20,1000,0.6,0.0,7.58,5.44,490,0,0.76,6.0,5.78,C2,1,0
LNR042418,1,0,0,15,230,0.16,0.0,1.24,2.98,130,1,4.56,8.15,8.4,A1,0,1
LNR042419,3,0,0,21,430,0.366,0.0,8.7,6.48,250,1,4.83,10.0,8.18,A2,0,0
LNR042420,3,0,1,15,570,0.283,2.2,6.35,3.43,400,1,2.68,9.19,6.68,B2,1,0
LNR042421,1,0,0,36,180,0.048,2.4,3.1,7.5,80,1,5.48,6.25,1.16,A0,0,1
LNR042422,3,0,0,27,270,0.419,0.0,8.8,7.82,170,1,4.1,5.84,5.93,A2,0,1
LNR042423,1,0,0,16,140,0.688,0.0,7.47,3.55,70,0,4.96,6.84,7.83,A2,0,1
LNR042424,1,1,1,38,370,0.309,0.0,6.39,6.56,130,0,3.03,4.92,5.4,B1,0,0
LNR042425,1,0,0,50,280,0.255,0.0,4.04,3.58,170,0,5.06,10.0,1.74,A1,0,0
LNR042426,1,0,2,29,1460,0.27,0.0,2.51,5.38,1110,1,8.78,5.66,6.05,C1,1,0
LNR042427,1,0,1,36,840,0.401,0.0,6.16,6.81,330,0,4.01,5.48,6.19,C2,1,0
LNR042428,1,0,1,40,1340,0.592,0.0,4.76,4.67,740,1,7.81,8.24,2.81,C2,1,0
LNR042429,1,0,0,34,200,0.349,0.0,8.55,6.4,70,0,7.13,6.55,7.28,A2,0,1
LNR042430,1,1,0,36,210,0.497,2.5,8.57,1.9,100,1,3.26,3.64,3.71,A2,0,1
LNR042431,2,0,0,28,360,0.804,11.4,7.65,5.33,210,0,5.87,6.17,2.95,C1,1,0
LNR042432,3,0,2,22,380,0.21,0.0,4.52,5.78,260,0,8.78,3.83,7.57,A2,0,1
LNR042433,1,1,0,20,660,0.666,6.2,6.37,3.3,220,1,4.32,9.91,4.13,C2,1,0
LNR042434,3,1,1,23,450,0.272,2.0,7.36,6.07,200,1,2.02,9.44,7.06,A2,0,1
LNR042435,1,0,3,27,430,0.611,0.0,0.93,7.42,170,0,3.97,6.24,4.59,C1,1,0
LNR042436,4,0,0,34,1200,0.392,0.0,7.62,3.04,390,1,1.68,6.42,6.29,A2,0,1
LNR042437,2,1,1,28,220,0.634,5.1,7.5,6.59,180,1,5.92,10.0,5.78,B2,1,0
LNR042438,3,0,2,36,2190,0.124,0.0,10.0,4.04,820,0,4.11,10.0,4.01,B2,1,0
LNR042439,4,0,0,36,560,0.184,2.7,7.04,9.02,380,1,4.63,6.64,3.24,A2,0,1
LNR042440,2,0,0,27,390,0.182,0.0,4.33,0.85,250,1,2.84,6.02,7.03,A2,0,0
LNR042441,1,1,0,27,270,0.406,0.0,3.82,3.23,200,1,3.96,5.11,7.48,A2,0,0
LNR042442,1,0,1,46,290,0.351,0.0,7.83,3.41,180,1,6.0,6.77,3.98,A2,0,1
LNR042443,2,0,1,20,710,0.39,1.9,5.72,4.09,260,1,7.27,8.11,9.09,B1,0,0
LNR042444,4,1,0,35,470,0.352,0.0,5.31,7.65,330,0,5.57,8.33,6.36,A2,0,1
LNR042445,3,0,1,52,390,0.212,10.7,8.29,4.61,230,0,6.96,5.21,1.45,B1,0,0
LNR042446,1,0,0,23,110,0.639,6.9,9.18,5.37,90,0,6.22,3.84,7.71,B1,0,0
LNR042447,4,0,1,43,1430,0.292,4.1,7.39,5.06,880,0,7.68,4.51,3.06,B2,1,0
LNR042448,4,1,0,34,510,0.703,4.5,10.0,3.59,370,0,3.65,3.15,2.32,B1,0,1
LNR042449,4,0,0,34,520,0.319,0.0,5.66,4.75,370,1,2.45,4.96,6.78,A1,0,1
LNR042450,1,0,1,31,890,0.588,0.0,10.0,3.02,510,1,0.61,6.02,3.54,C1,1,0
LNR042451,3,0,1,36,930,0.099,0.0,2.94,5.52,700,1,2.52,3.75,4.6,A2,0,1
LNR042452,2,0,0,6,510,0.539,0.0,2.27,4.69,400,1,5.54,4.05,9.16,B2,1,0
LNR042453,1,0,0,27,860,0.033,8.4,5.15,6.57,300,1,7.26,5.24,5.62,B2,1,0
LNR042454,1,0,0,6,450,0.611,1.7,7.36,7.06,190,0,6.48,10.0,8.54,C1,1,0
LNR042455,1,0,0,27,290,0.412,0.0,6.12,4.14,200,0,2.9,6.86,4.48,A2,0,1
LNR042456,4,0,1,35,30,0.085,1.0,6.92,3.6,10,0,5.52,5.09,4.07,A0,0,1
LNR042457,1,0,0,42,550,0.133,0.4,5.62,7.12,300,0,5.95,8.02,2.97,B1,0,0
LNR042458,2,1,1,31,750,0.242,0.0,0.0,2.45,440,0,8.13,3.56,6.01,B2,1,0
LNR042459,3,1,1,30,1020,0.516,0.0,7.14,5.93,530,0,4.22,6.13,5.59,B2,1,0
LNR042460,3,1,2,36,180,0.191,2.0,7.93,5.43,70,0,4.95,5.44,3.82,A0,0,1
LNR042461,1,0,0,36,450,0.271,4.5,3.67,5.19,270,1,3.27,2.14,4.42,B1,0,1
LNR042462,2,1,2,13,270,0.64,0.0,5.3,4.23,200,0,4.42,7.3,9.1,B1,0,1
LNR042463,4,1,1,32,100,0.427,0.0,5.8,6.84,40,1,10.0,9.99,5.67,A0,0,1
LNR042464,1,1,0,37,720,0.204,1.0,2.11,5.53,340,1,1.63,5.54,6.63,C2,1,0
LNR042465,3,0,3,34,760,0.402,3.9,4.82,5.96,250,0,7.15,5.1,7.96,B1,0,1
LNR042466,4,0,4,49,1180,0.064,0.0,8.26,3.95,640,0,4.94,4.28,3.54,A1,0,1
LNR042467,2,0,1,29,640,0.32,1.2,3.86,1.77,420,0,3.33,8.02,5.74,B1,0,1
LNR042468,3,1,0,40,490,0.289,0.0,8.52,0.12,320,1,5.44,5.74,5.96,A2,0,0
LNR042469,1,0,1,30,140,0.316,0.0,5.09,3.69,110,1,3.82,6.38,3.27,A1,0,1
LNR042470,1,0,1,27,240,0.594,3.7,7.3,5.26,140,0,4.63,7.37,7.17,A2,0,1
LNR042471,4,0,0,38,700,0.467,0.0,10.0,2.61,320,0,3.54,8.19,5.88,A2,0,1
LNR042472,4,0,1,18,90,0.782,6.9,10.0,6.1,60,0,3.53,10.0,10.0,A1,0,0
LNR042473,3,0,0,6,170,0.328,3.4,6.67,4.52,120,0,3.44,7.3,9.12,A1,0,1
LNR042474,1,0,0,16,780,0.148,1.7,6.49,1.09,610,0,5.79,4.65,7.24,A2,0,1
LNR042475,3,1,0,32,620,0.192,0.0,5.08,3.58,410,0,6.32,6.63,5.32,A2,0,1
LNR042476,1,1,0,20,830,0.257,1.7,10.0,3.35,660,1,5.51,5.01,6.95,B2,1,0
LNR042477,3,0,0,19,390,0.241,0.0,6.66,0.0,310,1,3.88,8.88,5.15,A2,0,1
LNR042478,3,0,3,27,580,0.61,4.0,5.42,5.19,250,0,6.97,4.28,4.09,C1,1,0
LNR042479,3,0,0,25,550,0.338,0.0,7.3,5.6,410,0,7.85,8.58,5.28,B1,0,1
LNR042480,4,0,0,36,270,0.583,4.7,8.62,5.97,220,0,4.34,10.0,3.79,A2,0,1
LNR042481,4,0,1,14,220,0.742,0.0,6.85,2.93,150,0,2.99,3.02,7.27,A1,0,1
LNR042482,1,1,1,31,80,0.323,0.0,4.52,5.53,30,1,4.11,6.75,7.8,A0,0,1
LNR042483,3,0,1,37,360,0.373,0.0,9.2,3.61,260,0,5.68,1.17,3.71,A2,0,1
LNR042484,1,0,2,25,290,0.773,2.9,8.21,0.95,190,0,8.26,8.97,5.37,B2,1,0
LNR042485,1,1,0,28,390,0.257,3.1,6.26,9.18,130,0,9.06,3.48,5.96,A2,0,1
LNR042486,1,0,0,33,2170,0.437,4.1,7.63,5.13,990,1,3.43,8.28,5.08,C2,1,0
LNR042487,4,0,2,26,830,0.236,9.4,3.58,6.93,250,0,8.73,10.0,5.14,A2,0,0
LNR042488,4,0,0,40,60,0.689,0.0,4.54,5.18,30,1,5.29,8.46,4.04,A0,0,1
LNR042489,1,1,0,53,260,0.155,4.9,4.74,2.11,90,0,5.86,8.37,2.01,A2,0,1
LNR042490,4,1,0,19,960,0.189,0.0,5.92,3.71,750,0,2.27,3.51,6.84,A2,0,1
LNR042491,2,0,1,40,2190,0.314,0.0,6.24,9.17,1710,1,6.13,2.91,4.19,C2,1,0
LNR042492,2,1,3,43,270,0.118,0.0,7.28,6.17,80,0,4.87,5.39,3.14,A2,0,1
LNR042493,4,0,2,16,1240,0.41,0.0,5.48,9.05,400,1,2.73,6.94,5.42,B2,1,0
LNR042494,3,0,0,22,180,0.765,5.5,7.69,2.15,130,1,6.73,5.9,5.75,A2,0,1
LNR042495,3,1,0,37,510,0.451,0.0,3.36,5.04,170,0,3.69,7.87,5.74,A2,0,0
LNR042496,2,0,2,20,560,0.239,0.0,7.2,7.25,350,0,1.98,5.86,4.45,B1,0,0
LNR042497,4,0,0,33,680,0.123,0.0,2.47,7.56,230,1,3.43,7.89,5.17,A1,0,1
LNR042498,3,0,0,24,490,0.823,7.9,5.75,4.54,310,1,3.65,7.64,3.7,C1,1,0
LNR042499,1,1,1,24,110,0.546,3.6,6.06,5.83,60,1,8.53,6.33,3.78,A2,0,0
LNR042500,4,0,1,17,370,0.538,0.0,7.4,5.54,290,1,5.58,2.29,6.28,A1,0,0
LNR042501,1,0,0,12,1420,0.332,14.0,6.09,3.29,650,1,6.83,5.93,9.62,C2,1,0
LNR042502,3,0,2,37,580,0.726,2.9,3.75,5.46,260,0,4.42,7.81,5.43,B1,0,1
LNR042503,4,0,1,25,340,0.152,0.0,2.77,3.11,220,0,5.23,7.15,6.22,A0,0,0
LNR042504,1,1,0,37,870,0.253,0.0,6.43,3.54,490,0,3.83,8.24,4.85,B2,1,0
LNR042505,3,0,1,31,570,0.545,0.0,5.3,2.66,370,0,4.61,8.74,3.94,B1,0,1
LNR042506,3,0,0,29,2080,0.245,1.4,5.64,0.59,630,1,0.26,6.65,6.87,B2,1,0
LNR042507,4,1,0,30,590,0.87,12.9,5.54,4.05,410,1,2.81,6.1,4.79,C1,1,0
LNR042508,1,0,0,46,370,0.446,0.0,7.35,3.04,240,0,6.74,5.95,6.08,A2,0,0
LNR042509,3,1,0,33,570,0.595,0.0,7.71,8.59,390,0,6.28,5.12,5.0,C1,1,0
LNR042510,1,0,3,42,190,0.358,9.8,8.79,0.0,60,0,3.14,8.73,3.07,A2,0,0
LNR042511,2,1,0,41,810,0.495,0.0,8.22,6.29,290,0,5.12,5.07,0.35,C1,1,0
LNR042512,4,0,1,54,430,0.314,0.0,1.22,6.89,310,0,6.78,6.09,4.13,A1,0,1
LNR042513,2,0,0,13,540,0.269,0.0,3.11,6.73,330,0,6.91,8.22,6.82,A2,0,0
LNR042514,3,0,1,15,1140,0.421,5.2,1.79,5.29,500,0,4.92,6.41,6.89,B2,1,0
LNR042515,1,0,1,40,570,0.496,0.0,7.89,5.41,240,1,1.35,6.27,3.7,C1,1,0
LNR042516,1,0,0,31,720,0.291,5.4,4.93,4.51,280,0,3.08,4.82,3.66,B2,1,0
LNR042517,4,0,1,7,400,0.194,0.0,7.96,4.64,300,1,1.06,2.71,7.75,A0,0,1
LNR042518,4,0,1,28,740,0.372,0.0,7.34,5.19,510,1,6.18,5.12,6.24,A2,0,0
LNR042519,1,0,1,41,570,0.125,5.5,3.65,6.2,360,0,8.19,7.05,5.05,B1,0,1
LNR042520,1,0,1,19,240,0.35,0.0,8.73,2.74,100,0,0.0,5.6,9.6,A2,0,1
LNR042521,2,1,1,21,1130,0.355,0.0,4.1,5.78,490,0,6.9,8.01,5.44,B2,1,0
LNR042522,1,0,1,18,190,0.486,0.0,6.45,6.82,100,0,4.74,10.0,5.38,A2,0,1
LNR042523,2,0,0,26,110,0.593,0.7,6.35,5.58,70,0,5.07,5.49,6.05,A2,0,0
LNR042524,1,1,1,22,840,0.625,0.0,6.45,3.81,270,0,3.5,6.19,3.36,C1,1,0
LNR042525,3,0,1,15,830,0.145,0.0,5.53,5.28,590,0,2.28,7.47,9.97,A2,0,0
LNR042526,1,0,1,15,220,0.14,0.3,3.02,4.62,110,1,4.54,5.89,7.51,A1,0,1
LNR042527,1,1,2,31,260,0.406,0.0,9.04,6.01,160,0,8.68,7.49,5.4,A2,0,0
LNR042528,1,0,0,28,560,0.584,0.0,1.75,8.87,430,0,4.06,8.05,5.51,B2,1,0
LNR042529,3,0,0,24,970,0.172,0.0,8.61,2.99,650,1,5.45,10.0,2.84,B1,0,1
LNR042530,2,0,1,24,1060,0.246,5.4,8.65,5.62,500,0,6.69,4.08,5.84,C1,1,0
LNR042531,1,1,0,31,890,0.164,2.3,7.84,4.48,640,1,6.77,3.77,5.76,C1,1,0
LNR042532,4,0,0,16,300,0.319,0.0,8.0,5.22,160,1,2.97,5.09,9.13,A0,0,1
LNR042533,4,0,0,47,1940,0.267,2.8,4.88,4.7,870,1,2.54,4.95,4.12,B2,1,0
LNR042534,4,0,1,29,80,0.353,0.0,10.0,4.6,30,1,4.39,6.04,5.17,A0,0,0
LNR042535,1,0,2,31,1530,0.383,0.0,5.75,4.16,670,0,1.96,6.58,3.97,C2,1,0
LNR042536,1,1,0,36,740,0.205,0.0,9.86,3.16,530,0,5.88,2.96,4.04,C1,1,0
LNR042537,1,0,1,45,970,0.821,0.0,6.84,3.08,690,0,4.41,9.78,3.89,C2,1,0
LNR042538,2,0,0,36,840,0.069,4.5,4.33,3.39,650,0,4.97,9.13,3.28,A2,0,1
LNR042539,1,0,0,28,320,0.509,0.0,8.22,6.71,100,0,5.2,5.72,9.21,B2,1,0
LNR042540,1,0,0,26,800,0.299,0.0,5.58,5.98,340,1,5.2,4.95,7.42,B2,1,0
LNR042541,3,0,1,36,810,0.837,0.0,9.79,3.44,620,0,2.58,7.56,4.83,C1,1,0
LNR042542,2,0,1,26,100,0.275,0.9,3.01,5.35,60,0,10.0,8.06,4.45,A0,0,0
LNR042543,1,0,1,32,30,0.375,0.0,5.9,3.81,20,0,2.55,6.47,3.15,A0,0,1
LNR042544,1,1,1,22,570,0.779,0.0,8.64,4.0,250,0,6.65,7.75,4.79,C2,1,0
LNR042545,4,0,2,6,320,0.361,0.0,7.72,6.24,150,0,7.79,6.3,8.25,A1,0,1
LNR042546,1,0,1,33,20,0.224,1.1,7.9,4.11,10,1,6.54,9.73,5.7,A0,0,1
LNR042547,1,0,1,32,670,0.3,3.6,5.63,5.55,240,0,9.2,7.47,7.98,C1,1,0
LNR042548,4,0,2,33,810,0.63,0.0,5.17,4.76,570,0,6.11,8.65,6.07,B2,1,0
LNR042549,4,0,1,29,400,0.02,0.0,3.38,1.92,290,0,3.22,10.0,6.8,A0,0,1
LNR042550,4,0,0,26,450,0.157,1.3,5.48,2.71,300,1,5.55,7.7,7.56,A0,0,0
LNR042551,4,1,1,40,1760,0.501,0.0,6.86,6.8,1360,0,5.16,7.07,3.91,B2,1,0
LNR042552,2,0,0,41,650,0.689,1.4,7.24,2.95,290,0,6.54,7.96,6.86,C1,1,0
LNR042553,3,1,2,32,120,0.283,3.7,8.32,10.0,90,1,3.12,1.85,5.19,A1,0,1
LNR042554,4,1,2,13,350,0.435,0.0,4.33,5.82,150,0,6.26,9.02,6.66,A1,0,0
LNR042555,2,0,0,28,850,0.347,14.8,7.17,4.31,600,1,6.72,7.56,5.48,C1,1,0
LNR042556,1,1,0,17,20,0.33,0.0,3.54,5.29,10,0,4.97,4.73,6.65,A0,0,1
LNR042557,4,1,2,27,140,0.572,5.5,8.67,7.39,70,0,5.31,9.49,5.55,A1,0,0
LNR042558,2,0,0,11,350,0.146,7.9,3.77,5.28,270,0,8.01,10.0,9.78,A2,0,0
LNR042559,2,1,2,48,500,0.143,0.0,6.98,8.24,280,1,8.18,7.06,0.47,A2,0,1
LNR042560,1,1,0,53,690,0.661,0.0,10.0,8.48,540,0,4.81,10.0,2.1,C2,1,0
LNR042561,2,0,1,34,440,0.119,0.0,4.24,1.92,160,1,3.55,6.22,3.21,A2,0,1
LNR042562,2,0,0,22,410,0.292,0.0,9.18,4.65,260,1,5.74,6.5,9.6,A2,0,1
LNR042563,3,0,1,33,1310,0.592,1.7,4.81,5.2,1040,1,4.04,9.07,4.19,C2,1,0
LNR042564,4,0,4,30,1230,0.113,0.0,8.43,3.93,400,1,5.12,7.92,6.72,A2,0,1
LNR042565,1,1,0,38,330,0.03,0.0,3.52,5.5,120,1,4.1,2.11,3.82,A1,0,0
LNR042566,4,0,0,46,600,0.287,9.7,6.07,3.05,340,0,1.01,4.84,2.05,B1,0,1
LNR042567,3,0,2,6,540,0.441,0.0,7.64,4.21,190,1,7.44,6.11,8.76,B1,0,0
LNR042568,4,1,1,22,200,0.332,0.7,8.69,2.57,120,0,2.72,7.46,4.5,A0,0,1
LNR042569,2,1,1,6,440,0.191,2.8,3.99,1.7,290,0,3.35,3.0,8.47,A2,0,1
LNR042570,1,1,2,39,960,0.17,0.0,4.41,5.43,440,0,2.5,1.05,4.69,C1,1,0
LNR042571,4,0,1,15,510,0.704,1.2,2.96,4.51,300,0,4.02,4.14,9.1,A2,0,1
LNR042572,1,0,0,28,870,0.879,0.2,7.31,2.81,310,0,6.06,9.44,5.46,C2,1,0
LNR042573,2,0,0,19,810,0.65,0.0,6.59,9.08,620,1,6.44,6.41,6.37,C1,1,0
LNR042574,4,0,0,25,120,0.34,0.0,8.22,3.62,80,1,2.2,4.35,6.69,A0,0,1
LNR042575,4,1,1,23,960,0.29,5.8,1.26,7.18,470,0,3.43,8.33,5.38,B2,1,0
LNR042576,3,1,0,32,1010,0.252,0.0,3.95,3.64,450,0,9.27,8.68,4.67,B2,1,0
LNR042577,4,0,1,24,740,0.55,2.1,6.64,6.85,400,0,4.55,6.79,5.32,B1,0,0
LNR042578,1,0,1,34,1340,0.736,1.1,4.13,7.36,750,0,5.65,6.68,4.96,C2,1,0
LNR042579,3,0,1,37,570,0.692,0.0,4.96,7.1,280,1,6.28,9.02,2.38,C1,1,0
LNR042580,3,1,2,32,850,0.762,0.0,10.0,2.08,370,0,1.27,4.81,4.43,C1,1,0
LNR042581,2,0,0,36,170,0.486,7.1,4.46,3.34,70,1,5.11,6.69,4.54,A2,0,0
LNR042582,2,1,0,28,1090,0.312,0.0,7.66,3.54,590,1,3.23,8.65,7.02,C1,1,0
LNR042583,3,1,0,28,580,0.142,0.0,5.57,5.3,180,1,4.25,10.0,7.67,A2,0,1
LNR042584,2,1,0,43,330,0.366,0.0,8.86,4.57,140,0,6.25,10.0,6.03,A2,0,1
LNR042585,3,1,0,36,740,0.134,0.0,7.38,3.79,480,1,8.17,6.03,3.81,A2,0,0
LNR042586,3,1,2,21,1090,0.345,0.0,3.97,5.94,810,0,2.86,7.61,4.87,B1,0,1
LNR042587,4,1,1,33,290,0.578,0.0,7.86,2.88,150,0,9.26,5.87,5.87,A1,0,0
LNR042588,2,0,1,45,470,0.484,1.5,5.77,8.42,190,0,4.54,7.04,3.51,C1,1,0
LNR042589,1,0,1,55,1210,0.187,0.0,10.0,2.4,360,1,7.44,6.67,1.21,B2,1,0
LNR042590,2,0,1,20,590,0.078,0.0,3.59,4.91,230,1,7.31,7.79,7.92,A2,0,0
LNR042591,1,1,0,16,1600,0.369,0.0,5.36,4.15,630,0,0.74,7.27,6.53,C2,1,0
LNR042592,3,1,1,26,1390,0.283,2.1,3.52,6.53,460,1,5.83,5.06,6.14,C1,1,0
LNR042593,2,0,0,27,540,0.607,0.0,7.08,6.61,190,0,6.15,10.0,5.93,B1,0,0
LNR042594,1,0,1,29,600,0.362,0.0,5.12,1.46,270,0,5.15,9.71,2.86,B1,0,0
LNR042595,1,0,1,26,960,0.455,0.0,5.11,3.18,460,0,4.83,5.93,7.87,C1,1,0
LNR042596,3,1,1,33,1070,0.602,0.0,4.07,9.18,530,1,3.83,6.99,5.17,C2,1,0
LNR042597,1,0,2,31,1240,0.341,0.0,3.64,5.3,780,1,3.05,4.25,3.08,C1,1,0
LNR042598,2,0,1,49,1240,0.259,0.7,3.81,4.74,900,0,4.46,4.85,1.87,B1,0,0
LNR042599,1,1,1,29,270,0.582,0.0,6.43,5.63,180,0,3.48,4.97,5.36,B2,1,0
LNR042600,4,0,1,22,800,0.523,0.0,8.05,2.05,300,1,6.57,7.69,6.46,A2,0,1
LNR042601,1,0,3,25,240,0.178,0.0,3.35,4.52,80,0,6.13,7.38,5.62,A1,0,0
LNR042602,1,0,1,44,560,0.671,0.3,7.11,7.74,290,1,0.8,5.28,2.81,B2,1,0
LNR042603,4,0,2,18,270,0.783,0.0,4.93,7.18,100,1,1.97,1.96,7.4,A1,0,1
LNR042604,1,1,0,36,280,0.505,0.0,8.78,7.69,120,0,6.77,10.0,2.68,B1,0,0
LNR042605,4,1,1,24,640,0.076,0.0,0.33,3.02,320,1,4.14,7.06,4.49,A0,0,1
LNR042606,1,0,1,33,410,0.697,0.0,8.14,5.28,190,0,0.15,5.85,5.33,B2,1,0
LNR042607,3,0,2,7,710,0.798,1.8,10.0,3.65,420,1,8.51,5.37,8.66,C1,1,0
LNR042608,2,0,0,39,280,0.495,0.0,5.79,4.06,220,0,5.12,6.67,5.78,A2,0,0
LNR042609,2,1,0,26,420,0.54,10.2,9.27,5.88,230,0,6.67,7.84,4.53,C1,1,0
LNR042610,2,0,2,36,400,0.604,0.0,8.83,6.62,220,0,8.73,7.94,1.33,B1,0,0
LNR042611,3,0,1,22,790,0.684,3.3,9.04,5.25,590,1,5.95,5.43,7.0,C1,1,0
LNR042612,4,0,0,20,500,0.345,0.0,4.34,8.24,360,0,6.72,10.0,7.35,A1,0,0
LNR042613,3,0,0,44,610,0.326,1.1,10.0,3.03,470,0,5.54,5.45,0.51,A2,0,1
LNR042614,2,0,0,36,90,0.381,0.1,5.81,6.76,70,0,4.29,7.52,3.95,A1,0,1
LNR042615,2,0,1,36,420,0.676,0.0,9.81,7.79,190,0,4.47,8.87,7.25,B2,1,0
LNR042616,2,0,2,21,280,0.533,0.0,6.57,7.83,160,1,2.49,5.6,2.49,A2,0,1
LNR042617,1,0,1,25,640,0.352,0.0,5.83,1.46,230,0,4.71,5.23,6.7,A2,0,0
LNR042618,2,0,1,23,390,0.386,0.0,7.4,0.0,200,0,5.8,10.0,5.25,A2,0,0
LNR042619,1,0,0,41,750,0.789,3.6,7.42,0.0,310,0,1.31,2.48,3.94,C2,1,0
LNR042620,4,0,1,40,1650,0.701,5.5,5.21,6.99,1190,1,4.77,1.74,4.43,C2,1,0
LNR042621,3,0,2,38,1480,0.137,3.1,4.57,0.0,730,0,0.07,7.09,5.35,B1,0,1
LNR042622,2,0,2,8,490,0.707,1.2,7.6,2.55,260,0,0.0,5.77,8.65,B1,0,1
LNR042623,4,0,0,8,490,0.473,0.0,3.86,6.43,260,0,7.31,8.76,5.61,A1,0,0
LNR042624,3,1,2,18,510,0.559,0.8,6.92,5.87,290,0,4.45,6.34,8.14,B1,0,0
LNR042625,1,1,0,45,310,0.186,0.8,8.21,0.88,100,0,4.5,1.59,4.6,A2,0,1
LNR042626,2,1,0,37,740,0.471,0.0,6.98,5.91,260,0,1.61,5.63,4.29,C1,1,0
LNR042627,3,0,0,34,1240,0.377,0.0,7.52,1.09,780,1,8.16,6.81,8.6,B1,0,1
LNR042628,3,1,0,46,200,0.023,0.0,0.0,3.94,80,1,3.13,7.57,5.81,A0,0,1
LNR042629,1,0,2,23,770,0.467,2.6,8.88,2.83,230,1,6.34,3.58,5.15,C2,1,0
LNR042630,4,1,0,45,160,0.558,0.0,7.69,8.17,130,0,2.87,5.7,4.3,A0,0,0
LNR042631,3,0,0,34,210,0.635,0.0,5.65,5.16,110,0,5.94,3.06,2.0,A1,0,1
LNR042632,2,0,1,15,110,0.343,0.0,3.14,7.46,80,0,2.94,7.43,6.49,A1,0,1
LNR042633,2,0,2,23,1010,0.178,2.3,2.06,5.5,650,1,7.7,5.09,5.05,C1,1,0
LNR042634,1,0,2,32,390,0.209,7.4,5.31,6.08,280,1,6.02,3.14,5.77,B2,1,0
LNR042635,1,0,0,43,1110,0.473,0.0,10.0,1.62,860,1,3.81,4.16,6.3,B2,1,0
LNR042636,2,1,0,24,870,0.468,2.1,4.92,1.7,510,1,5.88,4.57,5.59,B2,1,0
LNR042637,1,0,0,32,420,0.154,0.0,8.64,8.03,280,0,4.77,7.77,5.13,A2,0,1
LNR042638,2,0,1,30,200,0.187,0.0,0.0,6.35,110,0,2.12,10.0,3.53,A1,0,1
LNR042639,4,0,0,18,350,0.67,2.0,6.63,4.23,220,0,7.35,7.73,10.0,A2,0,0
LNR042640,3,0,3,16,1120,0.399,0.0,4.09,9.52,820,1,4.68,5.6,6.94,B2,1,0
LNR042641,2,0,2,45,370,0.205,0.0,5.56,8.18,280,0,6.16,7.15,3.58,B1,0,1
LNR042642,4,0,2,10,410,0.062,0.0,3.54,7.12,220,1,6.95,4.02,4.01,A0,0,1
LNR042643,1,0,2,40,1130,0.233,6.7,2.75,5.53,540,1,7.54,2.67,4.58,C1,1,0
LNR042644,3,0,1,27,320,0.145,0.0,4.15,2.78,110,0,5.29,10.0,4.63,A1,0,1
LNR042645,3,0,1,45,540,0.483,0.0,6.41,1.91,320,0,4.59,8.72,1.16,B1,0,0
LNR042646,1,1,2,37,490,0.587,4.2,8.3,0.36,350,0,2.74,5.7,4.4,C1,1,0
LNR042647,4,1,2,31,1020,0.775,7.6,10.0,3.34,370,0,7.74,8.85,3.03,C1,1,0
LNR042648,3,1,1,26,350,0.41,6.2,8.75,2.34,250,1,4.55,5.58,4.28,B1,0,0
